mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=270.0875	met32627	Dihydroformononetin	HMDB0033759	Food	Organic compounds	Membrane	270.08920894	C16H14O4
m/z=270.0875	met64189	Aspartyl-Histidine	HMDB0028755	Endogenous	Organic compounds	NULL	270.09641958	C10H14N4O5
m/z=270.0875	met57368	Imperatorin	HMDB0034376	Food	Organic compounds	Membrane	270.08920894	C16H14O4
m/z=270.0875	met22428	D-erythro-L-galacto-Nonulose	HMDB0029955	Food	Organooxygen compounds	NULL	270.09508217	C9H18O9
m/z=270.0875	met10944	Isomedicarpin	HMDB0033305	Food	Organic compounds	Membrane	270.08920894	C16H14O4
m/z=99.0756	met58430	1-Pyrrolidinecarboxaldehyde	HMDB0034587	Food	Organic compounds	Cytoplasm|Extracellular	99.06841391	C5H9NO
m/z=99.0756	met65508	2-Piperidinone	HMDB0011749	Endogenous	Organic compounds	NULL	99.06841391	C5H9NO
m/z=99.0756	met14016	2,5-Dihydro-2,4-dimethyloxazole	HMDB0040518	Food	Organic compounds	Cytoplasm|Extracellular	99.06841391	C5H9NO
m/z=446.3324	met49863	3,5,9-Trihydroxyergost-7-en-6-one	HMDB0032875	Endogenous|Food	Organic compounds	Extracellular|Membrane	446.33960996	C28H46O4
m/z=446.3324	met22064	Secasterone	HMDB0040999	Food	Organic compounds	Extracellular	446.33960996	C28H46O4
m/z=446.3324	met10297	(3beta,5alpha,6alpha,9alpha,22E,24R)-Ergosta-7,22-diene-3,5,6,9-tetrol	HMDB0032123	Endogenous|Food	Organic compounds	Extracellular|Membrane	446.33960996	C28H46O4
m/z=446.3324	met7014	3-Dehydroteasterone	HMDB0041527	Endogenous|Food	Organic compounds	Extracellular	446.33960996	C28H46O4
m/z=446.3324	met682	(3beta,5alpha,6beta,7alpha,22E,24R)-Ergosta-8,22-diene-3,5,6,7-tetrol	HMDB0032107	Endogenous|Food	Organic compounds	Extracellular|Membrane	446.33960996	C28H46O4
m/z=446.3324	met15290	13-Carboxy-gamma-tocopherol	HMDB0012557	Endogenous|Food	Organic compounds	Extracellular|Membrane	446.33960996	C28H46O4
m/z=164.0765	met53176	1,2-Dimethoxy-4-vinylbenzene	HMDB0040359	Food	Organic compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met24751	beta-Thujaplicin	HMDB0035213	Food	Organic compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met12796	1-Phenylethyl acetate	HMDB0032620	Endogenous|Food	Benzenoids	Membrane	164.08372963	C10H12O2
m/z=164.0765	met23775	3-Deoxyfructose	HMDB0005876	Endogenous	Organic compounds	NULL	164.06847349	C6H12O5
m/z=164.0765	met16284	4-(4-Hydroxyphenyl)-2-butanone	HMDB0033723	Food	Organic compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met54982	Propyl benzoate	HMDB0031761	Endogenous|Food	Organic compounds	Membrane	164.08372963	C10H12O2
m/z=164.0765	met13886	3-Phenylpropyl formate	HMDB0034471	Food	Benzenoids	Membrane	164.08372963	C10H12O2
m/z=164.0765	met14764	Benzyl propionate	HMDB0030063	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met73438	3-(4-Methoxyphenyl)-2-propen-1-ol	HMDB0032586	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met53613	Thymoquinone	HMDB0034732	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	164.08372963	C10H12O2
m/z=164.0765	met1064	2-Phenylbutyric acid	HMDB0000329	Endogenous	Benzenoids	Membrane (predicted from logP)	164.08372963	C10H12O2
m/z=164.0765	met16032	Rhamnose	HMDB0000849	Endogenous|Microbial	Organic compounds	Cytoplasm	164.06847349	C6H12O5
m/z=164.0765	met53962	3-Hydroxy-4-phenylbutan-2-one	HMDB0032336	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met53543	Eugenol	HMDB0005809	Cosmetic|Drug|Food	Benzenoids	Membrane (predicted from logP)	164.08372963	C10H12O2
m/z=164.0765	met45646	Lepalone	HMDB0035414	Food	Organic compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met62491	Methyl 3-phenylpropanoate	HMDB0030060	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	164.08372963	C10H12O2
m/z=164.0765	met70410	2-Phenylethyl acetate	HMDB0033945	Food	Organic compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met50674	(3-Methylphenyl)methyl acetate	HMDB0041473	Food	Organic compounds	Membrane	164.08372963	C10H12O2
m/z=164.0765	met29108	Phenyl butyrate	HMDB0041612	Food	Benzenoids	Membrane	164.08372963	C10H12O2
m/z=164.0765	met61190	Isopropyl benzoate	HMDB0032038	Endogenous|Food	Organic compounds	Membrane	164.08372963	C10H12O2
m/z=164.0765	met67140	2-O-Methyl-D-xylose	HMDB0033821	Food	Organic compounds	NULL	164.06847349	C6H12O5
m/z=164.0765	met20566	4-Methyl-2-phenyl-1,3-dioxolane	HMDB0037160	Food	Benzenoids	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met10849	Beta-D-Fucose	HMDB0003081	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	164.06847349	C6H12O5
m/z=164.0765	met29237	1-(Methylthio)-1-hexanethiol	HMDB0039783	Food	Organic compounds	Membrane	164.06934189	C7H16S2
m/z=164.0765	met57536	p-Mentha-2,4(8)-dien-9,3-olide	HMDB0037174	Food	Organic compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met34533	Egomaketone	HMDB0038184	Food	Organooxygen compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met71133	Benzenebutanoic acid	HMDB0000543	Endogenous	Organic compounds	Membrane (predicted from logP)	164.08372963	C10H12O2
m/z=164.0765	met70379	2-Methylbenzyl alcohol acetate	HMDB0041472	Food	Organic compounds	Membrane	164.08372963	C10H12O2
m/z=164.0765	met63885	L-Fucose	HMDB0000174	Endogenous	Organic compounds	Cytoplasm|Extracellular|Lysosome	164.06847349	C6H12O5
m/z=164.0765	met67458	S-Methylmethionine	HMDB0038670	Food	Organic compounds	Cytoplasm|Extracellular	164.07452439	C6H14NO2S
m/z=164.0765	met53388	1-(4-Methoxyphenyl)-2-propanone	HMDB0032891	Food	Benzenoids	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met62160	Butyl propyl disulfide	HMDB0033051	Food	Organic compounds	Membrane	164.06934189	C7H16S2
m/z=164.0765	met34948	Isoegomaketone	HMDB0036098	Food	Organooxygen compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met22270	2-Deoxygalactopyranose	HMDB0012327	Endogenous	Organic compounds	NULL	164.06847349	C6H12O5
m/z=164.0765	met70615	4-Methylbenzyl alcohol acetate	HMDB0040460	Food	Benzenoids	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met27957	Epoxyanethole	HMDB0034615	Food	Organic compounds	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met64989	Ethyl phenylacetate	HMDB0032618	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	164.08372963	C10H12O2
m/z=164.0765	met40044	Butyl isopropyl disulfide	HMDB0033050	Food	Organosulfur compounds	Membrane	164.06934189	C7H16S2
m/z=164.0765	met40248	L-Rhamnulose	HMDB0010207	Endogenous|Microbial	Organic compounds	NULL	164.06847349	C6H12O5
m/z=164.0765	met23578	4-Isopropylbenzoic acid	HMDB0035268	Food	Organic compounds	Membrane	164.08372963	C10H12O2
m/z=164.0765	met7961	3-Phenylbutyric acid	HMDB0001955	Endogenous	Organic compounds	Membrane (predicted from logP)	164.08372963	C10H12O2
m/z=164.0765	met55733	1,5-Anhydrosorbitol	HMDB0002712	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	164.06847349	C6H12O5
