ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Microbiota associations,No. of Cancer associations
1588,HMBOA glucuronide,O-glucuronides,,Single,,,,,,,COC1=CC2=C(NC(=O)C(OC3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)O2)C=C1,C15H17NO10,"InChI=1S/C15H17NO10/c1-23-5-2-3-6-7(4-5)24-15(12(20)16-6)26-14-10(19)8(17)9(18)11(25-14)13(21)22/h2-4,8-11,14-15,17-19H,1H3,(H,16,20)(H,21,22)/t8-,9-,10+,11-,14?,15?/m0/s1",XKCARXNTRUGKNV-MXAXMNEXSA-N,371.298,371.085245751,1,0,0,0,2,0,0
1672,HPAA glucuronide,Phenolic glycosides,N-(2-Hydroxyphenyl) acetamide glucuronide; Hydroxyphenyl acetamide glucuronide,Single,"HPAA substituted with glucuronide. HPAA is a transformation product of the benzoxazinoids, found in cereal grains and bakery products.",,,,,,CC(=O)NC1=CC=CC=C1OC1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,C14H17NO8,"InChI=1S/C14H17NO8/c1-6(16)15-7-4-2-3-5-8(7)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h2-5,9-12,14,17-19H,1H3,(H,15,16)(H,20,21)/t9-,10-,11+,12-,14?/m0/s1",BTQJGXYGJLXISC-ZAOAHOKWSA-N,327.289,327.095416511,1,0,0,0,2,0,0
1675,HPAA,Acetanilides,N-(2-Hydroxyphenyl) acetamide; 2-Acetamidophenol; 2-Hydroxyacetanilide,Single,"HPAA is a transformation product of the benzoxazinoids, found in cereal grains and bakery products.",614-80-2,11972,,,,CC(=O)NC1=CC=CC=C1O,C8H9NO2,"InChI=1S/C8H9NO2/c1-6(10)9-7-4-2-3-5-8(7)11/h2-5,11H,1H3,(H,9,10)",ADVGKWPZRIDURE-UHFFFAOYSA-N,151.1626,151.063328537,1,0,0,0,1,0,0
1649,Hydroxybenzoic acid glucuronide,Hydroxybenzoic acid derivatives,2/3/4-Hydroxybenzoic acid glucuronide,Combined,Undefined chemical structure. Benzoic acid hydroxylated at unknown position (3 possibilities).,,,,,,,,,,,,1,0,0,0,2,0,0
1593,Pyrraline,Alpha amino acids,5-(Hydroxymethyl)-1H-pyrrole-2-carbaldehyde; 2-Formyl-5-(hydroxymethyl)pyrrole-1-norleucine; 2-Amino-6-(2-formyl-5-hydroxymethylpyrrol-1-yl)hexanoic acid,Single,A Maillard reaction product (AGE) that could be formed during heating processes and has been identified in foods. Arises from lysine derivatization.,74509-14-1,14274616,604731,FDB011144,HMDB0033143,NC(CCCCN1C(CO)=CC=C1C=O)C(O)=O,C12H18N2O4,"InChI=1S/C12H18N2O4/c13-11(12(17)18)3-1-2-6-14-9(7-15)4-5-10(14)8-16/h4-5,7,11,16H,1-3,6,8,13H2,(H,17,18)",VTYFITADLSVOAS-UHFFFAOYSA-N,254.2823,254.126657074,1,0,0,0,1,0,0
2323,"1,3-Diaminopropane",Monoalkylamines,"1,3-Propanediamine; 1,3-Propylenediamine; Trimethylenediamine",Single,,109-76-2,428,15725,FDB031131,HMDB0000002,NCCCN,C3H10N2,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,XFNJVJPLKCPIBV-UHFFFAOYSA-N,74.1249,74.08439833,4,4,0,0,0,1,0
2118,L-2-Hydroxyglutaric acid,Short-chain hydroxy acids and derivatives,(S)-2-Hydroxyglutaric acid,Single,2-Hydroxyglutaric acid exists in 2 isomers; both the D- and the L- stereoisomers of hydroxyglutaric acid are found in body fluids (hmdb).,,439939,32797,FDB022185,HMDB0000694,O[C@@H](CCC(O)=O)C(O)=O,C5H8O5,"InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)/t3-/m0/s1",HWXBTNAVRSUOJR-VKHMYHEASA-N,148.114,148.037173366,2,3,0,0,0,1,0
2391,2-Oxobutyric acid,Short-chain keto acids and derivatives,2-Oxobutanoic acid; 2-Ketobutyric acid; 2-Ketobutanoic acid; alpha-Ketobutyric acid; 3-Methylpyruvic acid,Single,,600-18-0,58,30831,FDB030356,HMDB0000005,CCC(=O)C(O)=O,C4H6O3,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)",TYEYBOSBBBHJIV-UHFFFAOYSA-N,102.0886,102.031694058,4,3,0,0,0,1,0
1918,3-Aminoisobutyric acid,Beta amino acids and derivatives,3-Aminoisobutyrate; 3-Aminoisobutanoic acid; 3-Amino-2-methylpropanoate,Single,Microbial metabolite identified in gut (table 1 from Donia 2015).,144-90-1,64956,27389,FDB023248,HMDB0003911,CC(CN)C(O)=O,C4H9NO2,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",QCHPKSFMDHPSNR-UHFFFAOYSA-N,103.1198,103.063328537,6,6,0,0,0,1,0
1930,3-Hydroxyphenylacetic acid,1-hydroxy-4-unsubstituted benzenoids,3-Hydroxyphenylacetate; m-Hydroxyphenylacetic acid; 3-Hydroxybenzeneacetic acid,Single,,621-37-4,12122,17445,FDB022047,HMDB0000440,OC(=O)CC1=CC(O)=CC=C1,C8H8O3,"InChI=1S/C8H8O3/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",FVMDYYGIDFPZAX-UHFFFAOYSA-N,152.1473,152.047344122,18,8,0,0,0,21,0
1917,gamma-Aminobutyric acid,Gamma amino acids and derivatives,GABA; 4-Aminobutyric acid; 4-Aminobutanoic acid; Piperidic acid,Single,Microbial metabolite identified in gut (table 1 from Donia 2015). Decarboxylation product of glutamate. A neurotransmitter. Produced and consumed by various species of gut bacteria.,56-12-2,119,16865,FDB030489,HMDB0000112,NCCCC(O)=O,C4H9NO2,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",BTCSSZJGUNDROE-UHFFFAOYSA-N,103.1198,103.063328537,5,4,0,0,0,3,0
2424,4-Ethylphenol,1-hydroxy-2-unsubstituted benzenoids,4-Hydroxyethylbenzene,Single,,123-07-9,31242,49584,FDB000358,HMDB0029306,CCC1=CC=C(O)C=C1,C8H10O,"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",HXDOZKJGKXYMEW-UHFFFAOYSA-N,122.1644,122.073164942,5,3,0,0,0,2,0
1849,4-Hydroxybenzoic acid,Hydroxybenzoic acid derivatives,p-Hydroxybenzoic acid; p-Salicylic acid; 4-Carboxyphenol,Single,,99-96-7,135,30763,FDB010508,HMDB0000500,OC(=O)C1=CC=C(O)C=C1,C7H6O3,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",FJKROLUGYXJWQN-UHFFFAOYSA-N,138.122,138.031694053,11,9,0,0,0,5,0
1916,delta-Aminovaleric acid,Delta amino acids and derivatives,delta-Aminovalerate; 5-Aminovaleric acid; 5-Aminopentanoic acid,Single,"Microbial metabolite identified in gut (table 1 from Donia 2015). Derives from arginine, proline and ornithine.",660-88-8,138,15887,FDB023151,HMDB0003355,NCCCCC(O)=O,C5H11NO2,"InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)",JJMDCOVWQOJGCB-UHFFFAOYSA-N,117.1463,117.078978601,9,6,0,0,0,4,0
1819,Acetic acid (2:0),Carboxylic acids,Acetate; Ethanoic acid; Ethylic acid; Methanecarboxylic acid,Single,Major end-product of bacterial metabolism in the large bowel (Cummings 1997).,64-19-7,176,15366,FDB019725,HMDB0000042,CC(O)=O,C2H4O2,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N,60.052,60.021129372,27,8,0,0,0,41,0
2233,Adenine,6-aminopurines,6-Aminopurine,Single,"One of the four main bases found in DNA and RNA, which are adenine, cytosine, guanine, and thymine (uracil in RNA).",73-24-5,190,16708,FDB012266,HMDB0000034,NC1=C2NC=NC2=NC=N1,C5H5N5,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",GFFGJBXGBJISGV-UHFFFAOYSA-N,135.1267,135.054495185,6,1,0,0,0,3,0
2079,Adipic acid,Medium-chain fatty acids,"1,6-Hexanedioic acid; Hexanedioic acid; 1,4-Butanedicarboxylic acid",Single,,124-04-9,196,30832,FDB008309,HMDB0000448,OC(=O)CCCCC(O)=O,C6H10O4,"InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)",WNLRTRBMVRJNCN-UHFFFAOYSA-N,146.1412,146.057908808,5,9,0,0,0,1,0
2120,L-alpha-Aminobutyric acid,L-alpha-amino acids,L-Butyrine; L-2-Aminobutyric acid; L-2-Aminobutanoic acid; (S)-2-Aminobutanoic acid,Single,,1492-24-6,80283,35619,FDB012537,HMDB0000452,CC[C@H](N)C(O)=O,C4H9NO2,"InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1",QWCKQJZIFLGMSD-VKHMYHEASA-N,103.1198,103.063328537,5,6,0,0,0,4,0
1703,3-Methyl-2-oxobutyric acid,Short-chain keto acids and derivatives,3-Methyl-2-oxobutyrate; 3-Methyl-2-oxobutanoic acid; 2-Oxoisovaleric acid; 2-Ketoisovaleric acid; alpha-Ketoisovaleric acid; alpha-Ketoisovalerate,Single,,759-05-7,49,16530,FDB012250,HMDB0000019,CC(C)C(=O)C(O)=O,C5H8O3,"InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)",QHKABHOOEWYVLI-UHFFFAOYSA-N,116.1152,116.047344122,7,5,0,0,1,2,0
1707,Benzoic acid,Benzoic acids,Benzoate,Single,,65-85-0,243,30746,FDB008739,HMDB0001870,OC(=O)C1=CC=CC=C1,C7H6O2,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N,122.123,122.036779433,12,8,0,0,1,13,0
2106,beta-Alanine,Beta amino acids and derivatives,2-Carboxyethylamine; 3-Aminopropanoic acid; beta-Aminopropionic acid,Single,,107-95-9,239,16958,FDB002253,HMDB0000056,NCCC(O)=O,C3H7NO2,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",UCMIRNVEIXFBKS-UHFFFAOYSA-N,89.0932,89.047678473,6,8,0,0,0,1,0
1900,Glycine betaine,Alpha amino acids,Betaine; Trimethylaminoacetic acid; Trimethylglycine,Single,Amino acid derivative that occurs in plants. Biosynthesized by oxidation of choline.,107-43-7,247,17750,FDB009020,HMDB0000043,C[N+](C)(C)CC([O-])=O,C5H11NO2,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",KWIUHFFTVRNATP-UHFFFAOYSA-N,117.1463,117.078978601,2,2,0,0,0,0,0
476,Butyric acid (4:0),Straight chain fatty acids,Butanoic acid; Butyrate,Single,Major end-product of bacterial metabolism in the large bowel (Cummings 1997).,107-92-6,264,30772,FDB012062,HMDB0000039,CCCC(O)=O,C4H8O2,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",FERIUCNNQQJTOY-UHFFFAOYSA-N,88.1051,88.0524295,32,9,0,0,0,41,0
2363,Choline,Cholines,"N-Trimethylethanolamine; Bilineurine; 2-Hydroxy-N,N,N-trimethylethanaminium",Single,Basic constituent of lecithin that is found in many plants and animal organs. It is an essential nutrient for human.,62-49-7,305,15354,FDB000710,HMDB0000097,C[N+](C)(C)CCO,C5H14NO,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",OEYIOHPDSNJKLS-UHFFFAOYSA-N,104.1708,104.107539075,4,2,0,0,0,2,0
2109,Citric acid,Tricarboxylic acids and derivatives,2-Hydroxypropanetricarboxylic acid,Single,Intermediate in the Krebs cycle.,77-92-9,311,30769,FDB012586,HMDB0000094,OC(=O)CC(O)(CC(O)=O)C(O)=O,C6H8O7,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",KRKNYBCHXYNGOX-UHFFFAOYSA-N,192.1235,192.02700261,6,10,0,0,0,1,0
1944,Cytosine,Pyrimidones,4-Amino-1H-pyrimidine-2-one,Single,"One of the four main bases found in DNA and RNA, which are adenine, cytosine, guanine, and thymine (uracil in RNA).",71-30-7,597,16040,FDB022151,HMDB0000630,NC1=CC=NC(=O)N1,C4H5N3O,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",OPTASPLRGRRNAP-UHFFFAOYSA-N,111.102,111.043261797,5,1,0,0,0,4,0
2373,D-Galactose,Hexoses,alpha-D-Galactose; Galactose,Single,"D-Galactose is an aldohexose that occurs naturally in the D-form in lactose, cerebrosides, gangliosides, and mucoproteins.",3646-73-9,439357,28061,FDB021787,HMDB0000143,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,C6H12O6,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m1/s1",WQZGKKKJIJFFOK-PHYPRBDBSA-N,180.1559,180.063388116,4,4,0,0,0,1,0
1897,Dimethylamine,Dialkylamines,"DMA; N,N-Dimethylamine; N-Methylmethanamine",Single,"Formed from trimethylamine, break-down product of dietary choline (pmid:4091797). Major short-chain aliphatic amine in human and rat urine (pmid:4091797).",124-40-3,674,17170,FDB012589,HMDB0000087,CNC,C2H7N,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",ROSDSFDQCJNGOL-UHFFFAOYSA-N,45.0837,45.057849229,7,2,0,0,0,16,0
1681,Threitol,Sugar alcohols,D-Threitol,Single,,2418-52-2,169019,48300,FDB002261,HMDB0004136,OC[C@@H](O)[C@H](O)CO,C4H10O4,"InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2/t3-,4-/m1/s1",UNXHWFMMPAWVPI-QWWZWVQMSA-N,122.1198,122.057908808,2,1,0,0,1,0,0
2229,Xylose,Pentoses,D-Xylose,Single,,58-86-6,135191,53455,FDB001136,HMDB0000098,O[C@@H]1COC(O)[C@H](O)[C@H]1O,C5H10O5,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5?/m1/s1",SRBFZHDQGSBBOR-IOVATXLUSA-N,150.1299,150.05282343,5,2,0,0,0,2,0
2362,Ethanolamine,"1,2-aminoalcohols",2-Amino-ethanol; 2-Aminoethanol; Monoethanolamine; 2-Hydroxyethylamine,Single,,141-43-5,700,16000,FDB030851,HMDB0000149,NCCO,C2H7NO,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",HZAXFHJVJLSVMW-UHFFFAOYSA-N,61.0831,61.052763851,4,3,0,0,0,1,0
2111,Fumaric acid,Dicarboxylic acids and derivatives,2-Butenedioic acid; Fumarate,Single,Intermediate in the Krebs cycle.,110-17-8,444972,18012,FDB003291,HMDB0000134,OC(=O)\C=C\C(O)=O,C4H4O4,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+",VZCYOOQTPOCHFL-OWOJBTEDSA-N,116.0722,116.010958616,10,7,0,0,0,3,0
1983,Glutaric acid,Dicarboxylic acids and derivatives,"Pentanedioic acid; 1,3-Propanedicarboxylic acid; 1,5-Pentanedioic acid",Single,,110-94-1,743,17859,FDB001477,HMDB0000661,OC(=O)CCCC(O)=O,C5H8O4,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",JFCQEDHGNNZCLN-UHFFFAOYSA-N,132.1146,132.042258744,7,7,0,0,0,2,0
2247,Glycerol,Sugar alcohols,"Glycerin; 1,2,3-Propanetriol",Single,,56-81-5,753,17754,FDB000756,HMDB0000131,OCC(O)CO,C3H8O3,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",PEDCQBHIVMGVHV-UHFFFAOYSA-N,92.0938,92.047344122,4,5,0,0,0,3,0
2114,Glycolic acid,Alpha hydroxy acids and derivatives,Hydroxyacetic acid; 2-Hydroxyacetic acid,Single,,79-14-1,757,17497,FDB003298,HMDB0000115,OCC(O)=O,C2H4O3,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)",AEMRFAOFKBGASW-UHFFFAOYSA-N,76.0514,76.016043994,6,8,0,0,0,1,0
2358,Homovanillic acid,Methoxyphenols,3-Methoxy-4-hydroxyphenylacetic acid; 4-Hydroxy-3-methoxybenzeneacetic acid; Vanillacetic acid,Single,,306-08-1,1738,545959,FDB001783,HMDB0000118,COC1=CC(CC(O)=O)=CC=C1O,C9H10O4,"InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)",QRMZSPFSDQBLIX-UHFFFAOYSA-N,182.1733,182.057908808,8,6,0,0,0,6,0
1692,4-Hydroxyproline,Proline and derivatives,trans-4-Hydroxyproline; trans-4-Hydroxy-L-proline; L-Hydroxyproline; Hydroxyproline,Single,A common non-proteinogenic amino acid and a major collagen component.,51-35-4,5810,18095,FDB013511,HMDB0000725,O[C@H]1CN[C@@H](C1)C(O)=O,C5H9NO3,"InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1",PMMYEEVYMWASQN-DMTCNVIQSA-N,131.1299,131.058243159,8,6,0,0,3,1,0
1986,3-Hydroxypropionic acid,Beta hydroxy acids and derivatives,Hydracrylic acid; 3-Hydroxypropanoic acid; beta-Lactic acid,Single,,503-66-2,68152,33404,FDB030432,HMDB0000700,OCCC(O)=O,C3H6O3,"InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)",ALRHLSYJTWAHJZ-UHFFFAOYSA-N,90.0779,90.031694058,4,4,0,0,0,2,0
2206,Hypoxanthine,Hypoxanthines,6-Oxopurine; 6-Hydroxypurine; 1H-purin-6(9H)-one,Single,"Occasionally found as a constituent of nucleic acids, where it is present in the anticodon of tRNA in the form of its nucleoside inosine.",68-94-0,135398638,17368,FDB003949,HMDB0000157,OC1=NC=NC2=C1NC=N2,C5H4N4O,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",FDGQSTZJBFJUBT-UHFFFAOYSA-N,136.1115,136.03851077,10,13,0,0,0,4,0
1866,Indoleacetic acid,Indole-3-acetic acid derivatives,Indoleacetate; 1H-Indole-3-acetic acid; beta-Indoleacetic acid; 3-Indoleacetic acid; Indole-3-acetic acid; IAA; 3-IAA,Single,"Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222).",87-51-4,802,16411,FDB030920,HMDB0000197,OC(=O)CC1=CNC2=C1C=CC=C2,C10H9NO2,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)",SEOVTRFCIGRIMH-UHFFFAOYSA-N,175.184,175.063328537,12,6,0,0,0,20,0
1869,Indoxyl sulfate,Arylsulfates,3-Indoxyl sulfate; 3-Indoxylsulfuric acid; Indican,Single,Microbial metabolite of indole found in human urine (Donia 2015). A well-known uremic toxin.,487-94-5,10258,43355,FDB022179,HMDB0000682,OS(=O)(=O)OC1=CNC2=CC=CC=C12,C8H7NO4S,"InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)",BXFFHSIDQOFMLE-UHFFFAOYSA-N,213.21,213.009578407,8,1,0,0,0,7,0
2207,Inosine,Purine nucleosides,,Single,"A ribonucleoside, formed when hypoxanthine is attached to a ribose ring.",58-63-9,135398641,17596,FDB011802,HMDB0000195,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(O)N=CN=C12,C10H12N4O5,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1",UGQMRVRMYYASKQ-KQYNXXCUSA-N,268.2261,268.080769514,2,7,0,0,0,0,0
1822,Isobutyric acid (4:0),Carboxylic acids,Isobutyrate; 2-Methylpropionic acid; 2-Methylpropionate; 2-Methylpropanoic acid; 2-Methylpropanoate; Isobutanoic acid; Isobutanoate,Single,Microbial metabolite derived from SCFAs but also from amino acids. Many of the less-common SCFAs are also the products of reductive amino acid metabolism (Donia 2015).,79-31-2,6590,16135,FDB003277,HMDB0001873,CC(C)C(O)=O,C4H8O2,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",KQNPFQTWMSNSAP-UHFFFAOYSA-N,88.1051,88.0524295,16,9,0,0,0,16,0
1825,Isovaleric acid (5:0),Methyl-branched fatty acids,Isovalerate; 3-Methylbutanoic acid; 3-Methylbutanoate; 3-Methylbutyric acid; 3-Methylbutyrate; Isopentanoic acid; Isopentanoate,Single,Microbial metabolite derived from SCFAs but also from amino acids. Many of the less-common SCFAs are also the products of reductive amino acid metabolism (Donia 2015).,503-74-2,10430,28484,FDB001324,HMDB0000718,CC(C)CC(O)=O,C5H10O2,"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)",GWYFCOCPABKNJV-UHFFFAOYSA-N,102.1317,102.068079564,12,5,0,0,0,9,0
2253,Kynurenic acid,Quinoline carboxylic acids,4-Hydroxyquinaldic acid; 4-Hydroxyquinoline-2-carboxylic acid,Single,"Metabolite of kynurenine, produced by host (Fig 2, pmid:29902437).",492-27-3,3845,18344,FDB022200,HMDB0000715,OC(=O)C1=CC(=O)C2=CC=CC=C2N1,C10H7NO3,"InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)",HCZHHEIFKROPDY-UHFFFAOYSA-N,189.1675,189.042593095,3,5,0,0,0,0,0
2082,L-Arabinose,Pentoses,L-Arabinopyranose,Single,,87-72-9,439195,17535,FDB012306,HMDB0000646,O[C@H]1COC(O)[C@H](O)[C@H]1O,C5H10O5,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5?/m0/s1",SRBFZHDQGSBBOR-HWQSCIPKSA-N,150.1299,150.05282343,4,3,0,0,0,1,0
2238,Carnitine,Carnitines,(-)-L-Carnitine; (R)-Carnitine; gamma-Trimethyl-beta-hydroxybutyrobetaine; Levocarnitine,Single,"Amino acid involved in fatty acid transport. Food sources rich in L-carnitine are animal products such as meat, poultry, fish, and milk (Wikipedia).",541-15-1,10917,16347,FDB000572,HMDB0000062,C[N+](C)(C)C[C@H](O)CC([O-])=O,C7H15NO3,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1",PHIQHXFUZVPYII-ZCFIWIBFSA-N,161.1989,161.105193351,2,3,0,0,0,0,0
2202,Fucose,Hexoses,L-Fucose; 6-Deoxy-L-galactose,Single,,87-96-7,17106,2181,FDB020543,HMDB0000174,[H][C@@]1(C)OC([H])(O)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O,C6H12O5,"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6?/m0/s1",SHZGCJCMOBCMKK-DHVFOXMCSA-N,164.1565,164.068473494,3,1,0,0,0,2,0
2129,Methionine,Methionine and derivatives,L-Methionine,Single,,63-68-3,6137,16643,FDB012683,HMDB0000696,CSCC[C@H](N)C(O)=O,C5H11NO2S,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N,149.211,149.051049291,13,16,0,0,0,6,0
2134,Malonic acid,Dicarboxylic acids and derivatives,Propanedioic acid; Methanedicarboxylic acid,Single,,141-82-2,867,30794,FDB008117,HMDB0000691,OC(=O)CC(O)=O,C3H4O4,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",OFOBLEOULBTSOW-UHFFFAOYSA-N,104.0615,104.010958616,7,9,0,0,0,2,0
2475,Mandelic acid,Benzene and substituted derivatives,alpha-Hydroxybenzeneacetic acid; 2-Hydroxy-2-phenylacetic acid,Single,,90-64-2,1292,35825,FDB022191,HMDB0000703,OC(C(O)=O)C1=CC=CC=C1,C8H8O3,"InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)",IWYDHOAUDWTVEP-UHFFFAOYSA-N,152.149,152.047344118,3,3,0,0,0,2,0
1701,myo-Inositol,Cyclohexanols,meso-Inositol; iso-Inositol; Inositol,Single,,87-89-8,,17268,FDB010547,HMDB0000211,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,C6H12O6,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-",CDAISMWEOUEBRE-GPIVLXJGSA-N,180.1559,180.063388116,4,3,0,0,1,1,0
2316,N-Acetyl-L-aspartic acid,Aspartic acid and derivatives,Acetylaspartic acid; N-Acetylaspartate,Single,,997-55-7,65065,21547,FDB022260,HMDB0000812,CC(=O)N[C@@H](CC(O)=O)C(O)=O,C6H9NO5,"InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1",OTCCIMWXFLJLIA-BYPYZUCNSA-N,175.1394,175.048072403,5,8,0,0,0,1,0
2262,N-Acetylneuraminic acid,N-acylneuraminic acids,Neu5Ac; NANA; 5-N-Acetyl-beta-D-neuraminic acid,Single,,19342-33-7,445063,45744,,HMDB0000230,[H][C@]1(O[C@@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,C11H19NO9,"InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/t5-,6+,7+,8+,9+,11-/m0/s1",SQVRNKJHWKZAKO-PFQGKNLYSA-N,309.2699,309.105981211,3,1,0,0,0,1,0
1985,2-Hydroxyphenylacetic acid,2(hydroxyphenyl)acetic acids,o-Hydroxyphenylacetic acid; 2-Hydroxybenzeneacetic acid,Single,,614-75-5,11970,28478,FDB012331,HMDB0000669,OC(=O)CC1=C(O)C=CC=C1,C8H8O3,"InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",CCVYRRGZDBSHFU-UHFFFAOYSA-N,152.1473,152.047344122,7,6,0,0,0,3,0
