"node","Class","true_name"
"nRPLC_206.0821_3.4","Metabolome","N-Acetyl-L-phenylalanine"
"nRPLC_117.0557_0.6","Metabolome","L-_-Hydroxyisovaleric acid"
"pHILIC_764.5217_4.2","Metabolome","PE(38:6)(1)"
"pHILIC_724.5254_4.4","Metabolome","PE(P-36:4)"
"pHILIC_740.522_4.4","Metabolome","PC(33:4)(1)"
"pHILIC_768.5548_4.4","Metabolome","PC(35:4)(1)"
"pHILIC_400.3413_5.6","Metabolome","C16:0 AC"
"pHILIC_189.1233_8.4","Metabolome","N6-Acetyl-L-lysine"
"pHILIC_143.0815_8.5","Metabolome","Ectoine"
"pHILIC_263.1235_11.4","Metabolome","C10H20N2O6"
"nHILIC_399.0965_7.8","Metabolome","Unknown_nHILIC_399.0965_7.8"
"nHILIC_120.0124_7.6","Metabolome","L-Cysteine"
"nHILIC_308.0987_7.7","Metabolome","C11H19NO9"
"nHILIC_738.511_4.5","Metabolome","PE(36:4)"
"pRPLC_166.0724_1.2","Metabolome","7-Methylguanine"
"pRPLC_424.3421_9.2","Metabolome","C18:2 AC"
"pRPLC_468.3085_9.3","Metabolome","LysoPC(14:0)"
"pRPLC_482.324_9.7","Metabolome","LysoPC(15:0)"
"pRPLC_478.2927_9.7","Metabolome","LysoPE(18:2)"
"pRPLC_496.3395_10","Metabolome","LysoPC(16:0)"
"nRPLC_243.1601_7.9","Metabolome","""C13:0,DC FA(2)"""
"nRPLC_243.1601_8.3","Metabolome","""C13:0,DC FA(1)"""
"nRPLC_528.309_10.2","Metabolome","LysoPE(22:4)"
"nRPLC_480.3097_10","Metabolome","Unknown_nRPLC_480.3097_10 (contains 16:0)"
"nRPLC_526.2939_9.9","Metabolome","LysoPE(22:5)"
"nRPLC_269.2122_9.6","Metabolome","""C16:1,OH FA(1)"""
"nRPLC_269.2122_9.3","Metabolome","""C16:1,OH FA(2)"""
"nRPLC_297.1344_7.3","Metabolome","C15H22O6(1)"
"nRPLC_155.0713_3.6","Metabolome","""C8:2,OH FA(1)"""
"pHILIC_302.3046_1.8","Metabolome","Sphinganine"
"pHILIC_776.5553_4.3","Metabolome","PE(P-40:6)(2)"
"pHILIC_750.5404_4.4","Metabolome","PE(P-38:5)(1)"
"pHILIC_834.5972_4.7","Metabolome","PC(40:6)(2)"
"pHILIC_764.557_4.7","Metabolome","PC(P-36:5)(2)"
"pHILIC_806.567_4.8","Metabolome","PC(38:6)(2)"
"pHILIC_810.597_4.8","Metabolome","PC(38:4)(1)"
"pHILIC_219.0795_5","Metabolome","Pro-Cys or Cys-Pro"
"pHILIC_850.6644_5","Metabolome","PC(P-42:5)"
"pHILIC_810.5973_5","Metabolome","PC(38:4)(2)"
"pHILIC_782.5665_5.1","Metabolome","PC(36:4)"
"pHILIC_742.5724_5.1","Metabolome","PC(P-34:2)"
"pHILIC_428.3736_5.5","Metabolome","C18:0 AC"
"pHILIC_813.6806_5.6","Metabolome","SM(d18:1/24:1)"
"pHILIC_785.6497_5.6","Metabolome","SM(d18:1/22:1)"
"pHILIC_731.6033_5.7","Metabolome","SM(d18:1/18:0)"
"pHILIC_703.5724_5.7","Metabolome","SM(d18:1/16:0)"
"pHILIC_132.0766_9","Metabolome","Creatine"
"nHILIC_151.0611_5.4","Metabolome","Arabitol | Xylitol"
"nHILIC_969.5442_9.2","Metabolome","PIP(38:2)"
"nHILIC_214.0488_7.2","Metabolome","sn-glycero-3-Phosphoethanolamine"
"pRPLC_180.0654_2","Metabolome","Hippuric acid"
"pRPLC_398.3266_8.9","Metabolome","C16:1 AC"
"pRPLC_426.3576_9.5","Metabolome","C18:1 AC"
"pRPLC_502.2927_9.7","Metabolome","LysoPE(20:4)"
"pRPLC_544.3392_9.8","Metabolome","LysoPC(20:4)"
"pRPLC_568.339_9.8","Metabolome","LysoPC(22:6)"
"pRPLC_546.3545_10.1","Metabolome","LysoPC(20:3)"
"pRPLC_438.2976_10.2","Metabolome","LysoPE(P-16:0)"
"pRPLC_480.3446_10.3","Metabolome","LysoPC(P-16:0)"
"pRPLC_510.3554_10.3","Metabolome","LysoPC(17:0)"
"pRPLC_548.3709_10.4","Metabolome","LysoPC(20:2)"
"pRPLC_506.3601_10.4","Metabolome","LysoPC(P-18:1)"
"pRPLC_508.376_10.5","Metabolome","LysoPC(P-18:0)"
"pRPLC_524.3708_10.6","Metabolome","LysoPC(18:0)"
"pRPLC_510.3913_10.9","Metabolome","LysoPC(O-18:0)"
"pRPLC_706.4648_11.2","Metabolome","PS(30:1)"
"pRPLC_647.5116_11.7","Metabolome","SM(d18:1/12:0)"
"nRPLC_235.1703_9.5","Metabolome","C15H24O2"
"nRPLC_155.0713_4.9","Metabolome","""C8:2,OH FA(2)"""
"nRPLC_371.1881_9.5","Metabolome","""5alpha-Androstan-3alpha,17alpha-diol monosulfate(1)"""
"nRPLC_284.2232_9.8","Metabolome","C16H31NO3"
"nRPLC_667.5325_10.5","Metabolome","Unknown_nRPLC_667.5325_10.5 (contains C16:0 FA)"
"nRPLC_619.2888_11.3","Metabolome","LysoPI(20:4)"
"nRPLC_435.3481_11.3","Metabolome","C27H48O4"
"nRPLC_359.2957_11.5","Metabolome","C24:4 FA"
"nRPLC_723.5955_11","Metabolome","Unknown_nRPLC_723.5955_11 (contains C18:0 FA)"
"nRPLC_312.2546_10.4","Metabolome","Palmitoylglycine"
"nRPLC_271.228_10.3","Metabolome","""C16:0,OH FA(1)"""
"pHILIC_247.1437_5.3","Metabolome","Tryptophan betaine"
"pHILIC_294.1541_7.3","Metabolome","C12H23NO7"
"pHILIC_160.0967_7.5","Metabolome","Betonicine"
"pHILIC_263.0868_10.8","Metabolome","C9H14N2O7"
"pHILIC_224.1653_12.6","Metabolome","Unknown_224.1653_12.6"
"pHILIC_210.1497_12.7","Metabolome","C12H19NO2"
"nHILIC_239.0771_7.6","Metabolome","C8H16O8"
"nHILIC_179.0561_7.6","Metabolome","Hexose"
"nHILIC_281.2484_1","Metabolome","C18:1 FA"
"nHILIC_103.04_4.6","Metabolome","Hydroxybutyric acid(1)"
"nHILIC_221.0665_7.7","Metabolome","C8H14O7"
"nHILIC_154.0621_9.6","Metabolome","L-Histidine"
"nHILIC_191.0197_11.2","Metabolome","Citric acid"
"nHILIC_274.1407_12.3","Metabolome","L-a-glutamyl-L-Lysine"
"nHILIC_88.988_11","Metabolome","Oxalate (ethanedioate)"
"nHILIC_207.0511_7.7","Metabolome","C7H12O7"
"nHILIC_252.09_6.7","Metabolome","Unknown_216.1132"
"pRPLC_232.1543_0.9","Metabolome","C4:0 AC"
"pRPLC_261.1446_1","Metabolome","gamma-glutamylleucine(1)"
"nRPLC_495.2962_9.1","Metabolome","Pregnanediol-3-glucuronide"
"nRPLC_172.9914_0.9","Metabolome","Phenol sulphate"
"nRPLC_172.098_2.8","Metabolome","N-Acetylleucine|N-Acetylisoleucine"
"nRPLC_541.2651_6.6","Metabolome","C27H42O11(4)"
"nRPLC_435.3115_10.4","Metabolome","C26H44O5"
"nRPLC_445.3323_11","Metabolome","C28H46O4(1)"
"nRPLC_311.2957_11.4","Metabolome","C20:0 FA"
"nRPLC_355.2852_11","Metabolome","MG(18:1)"
"nRPLC_487.3428_9.1","Metabolome","C30H48O5(3)"
"nRPLC_215.1652_8.1","Metabolome","""C12:0,OH FA(2)"""
"nRPLC_227.1288_7.1","Metabolome","""C12:1,DC FA(3)"""
"nRPLC_541.2652_6.8","Metabolome","C27H42O11(1)"
"nRPLC_200.1292_6","Metabolome","C10H19NO3"
"nRPLC_243.0331_5.4","Metabolome","eugenol sulfate"
"pHILIC_752.5554_4.3","Metabolome","PE(P-38:4)"
"pHILIC_792.5536_4.5","Metabolome","PC(37:6)"
"pHILIC_585.2694_4.9","Metabolome","Bilirubin"
"pHILIC_834.5975_5","Metabolome","PC(40:6)(1)"
"pHILIC_754.5367_5.1","Metabolome","PC(34:4)"
"pHILIC_786.5972_5.1","Metabolome","PC(36:2)"
"pHILIC_758.5668_5.1","Metabolome","PC(34:2)"
"pHILIC_746.5694_5.1","Metabolome","PC(33:1)"
"pHILIC_732.5525_5.1","Metabolome","PC(32:1)"
"pHILIC_203.0813_7.2","Metabolome","C11H12N2O3(3)"
"pHILIC_163.0534_7.5","Metabolome","C5H10N2O2S"
"nHILIC_224.0617_4.8","Metabolome","""Androstenediol (3beta,17beta) disulfate"""
"nHILIC_245.0431_7.2","Metabolome","C7H14O7(1)"
"nHILIC_133.0506_4.4","Metabolome","""2,3-Dihydroxyvaleric acid(1)"""
"nHILIC_742.5417_4.6","Metabolome","PE(36:2)"
"nHILIC_105.0192_7.8","Metabolome","Glyceric acid"
"nHILIC_360.1302_7.8","Metabolome","C15H23NO9"
"pRPLC_169.0971_1.6","Metabolome","Cyclo(ala-pro)"
"pRPLC_211.144_4.6","Metabolome","C11H18N2O2(2)"
"pRPLC_315.1341_7.4","Metabolome","C17H18N2O4(1)"
"pRPLC_494.324_9.5","Metabolome","LysoPC(16:1)"
"pRPLC_454.2927_9.9","Metabolome","LysoPE(16:0)"
"pRPLC_504.3082_10","Metabolome","LysoPE(20:3)"
"pRPLC_572.3708_10.3","Metabolome","LysoPC(22:4)"
"pRPLC_482.3238_10.5","Metabolome","LysoPE(18:0)"
"pRPLC_552.402_11.1","Metabolome","LysoPC(20:0)"
"nRPLC_478.2939_10.1","Metabolome","LysoPE(18:1)"
"nRPLC_508.3404_10.6","Metabolome","LysoPE(20:0)"
"nRPLC_609.5098_10.5","Metabolome","Unknown_nRPLC_667.5325_10.5 (contains C18:2 FA)"
"nRPLC_375.254_10.2","Metabolome","MG(20:5)"
"nRPLC_453.3223_9.8","Metabolome","C26H46O6(2)"
"nRPLC_369.1729_8.9","Metabolome","Androsterone sulfate(2)"
"nRPLC_165.092_7","Metabolome","C10:3 FA(1)"
"pHILIC_738.5403_4.4","Metabolome","PC(P-34:4)"
"pHILIC_764.5577_5","Metabolome","PC(P-36:5)(1)"
"pHILIC_806.5663_5","Metabolome","PC(38:6)(1)"
"pHILIC_768.5508_5.1","Metabolome","PC(35:4)"
"pHILIC_772.5828_5.1","Metabolome","PC(35:2)"
"pHILIC_583.2539_5.3","Metabolome","Biliverdin(1)"
"pHILIC_212.1026_7.4","Metabolome","N-acetyl-1-methylhistidine"
"pHILIC_175.1076_8.9","Metabolome","C7H14N2O3(2)"
"nHILIC_188.0716_2.1","Metabolome","3-Indolepropionic acid"
"nHILIC_441.1596_3.7","Metabolome","C17H30O13"
"nHILIC_746.5159_4.2","Metabolome","PE(P-38:6)"
"nHILIC_343.0993_3.5","Metabolome","Unknown_261.0960"
"nHILIC_121.0505_3.5","Metabolome","Erythritol|D-Threitol"
"nHILIC_130.0872_6.3","Metabolome","L-Isoleucine|L-Leucine"
"nHILIC_173.0567_7.6","Metabolome","C6H10N2O4"
"nHILIC_191.0561_8.5","Metabolome","Quinic acid"
"nHILIC_302.1148_6.5","Metabolome","Indoleacetyl glutamine"
"nHILIC_163.0612_4.5","Metabolome","C6H12O5"
"nHILIC_777.5678_4.3","Metabolome","PG(36:0)"
"pRPLC_312.1305_2.8","Metabolome","""N2,N2-Dimethylguanosine"""
"pRPLC_204.0655_4.8","Metabolome","Indolepyruvate"
"pRPLC_319.129_5.7","Metabolome","C16H18N2O5(2)"
"pRPLC_319.129_5.8","Metabolome","C16H18N2O5(1)"
"pRPLC_301.1185_5.8","Metabolome","C16H20N2O6"
"pRPLC_417.3362_9.5","Metabolome","C27H44O3(2)"
"pRPLC_526.2924_9.8","Metabolome","LysoPE(22:6)"
"pRPLC_508.3397_9.9","Metabolome","LysoPE(20:1)"
"pRPLC_269.2264_10.4","Metabolome","Retinol (Vitamin A)"
"pRPLC_429.2519_10.5","Metabolome","C23H32N4O4"
"pRPLC_550.3864_10.7","Metabolome","LysoPC(20:1)"
"pRPLC_538.3863_10.8","Metabolome","LysoPE(22:0)"
"pRPLC_704.4472_10.9","Metabolome","PS(30:2)"
"pRPLC_359.3154_11","Metabolome","MG(18:0)"
"pRPLC_730.4663_11.3","Metabolome","PS(32:3)"
"pRPLC_675.5429_12.6","Metabolome","SM(d18:1/14:0)"
"nRPLC_471.3474_11.3","Metabolome","C30H48O4"
"nRPLC_149.0607_4.6","Metabolome","3-Phenylpropionate (hydrocinnamate)"
"nRPLC_227.1289_7.7","Metabolome","""C12:1,DC FA(4)"""
"nRPLC_367.1585_8.9","Metabolome","Dehydroisoandrosterone sulfate (DHEA-S)(1)"
"nRPLC_413.2004_8.9","Metabolome","C21H34O6S"
"nRPLC_299.2228_9.3","Metabolome","MG(14:1)(2)"
"nRPLC_369.1741_9.5","Metabolome","Androsterone sulfate(1)"
"nRPLC_395.1897_10","Metabolome","Pregnenolone sulfate"
"nRPLC_433.3322_10.4","Metabolome","C27H46O4(5)"
"nRPLC_299.2591_10.6","Metabolome","""C18:0,OH FA(2)"""
"nRPLC_441.3947_11.3","Metabolome","MG(24:0)(1)"
"nRPLC_447.3483_11.4","Metabolome","C28H48O4"
"nRPLC_433.3322_11.4","Metabolome","C27H46O4(2)"
"nRPLC_397.3686_11.5","Metabolome","""C25:0,OH FA"""
"nRPLC_449.364_11.6","Metabolome","C28H50O4"
"nRPLC_335.2957_11.7","Metabolome","C22:2 FA"
"nRPLC_597.3048_11.9","Metabolome","LysoPI(18:1)"
"nRPLC_561.4141_11.5","Metabolome","C34H58O6"
"nRPLC_441.395_11.2","Metabolome","MG(24:0)(2)"
"nRPLC_489.3582_10.6","Metabolome","C30H50O5(2)"
"nRPLC_511.3039_10.3","Metabolome","LysoPG(18:0)"
"nRPLC_429.3008_10.3","Metabolome","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)"
"nRPLC_431.3166_10.2","Metabolome","C27H44O4(1)"
"nRPLC_257.2122_9.9","Metabolome","""C15:0,OH FA"""
"nRPLC_283.1088_9.6","Metabolome","gamma-glutamylhistidine"
"nRPLC_432.1927_8.8","Metabolome","C25H27N3O4"
"nRPLC_367.1582_8.7","Metabolome","Dehydroisoandrosterone sulfate (DHEA-S)(2)"
"pHILIC_147.1128_11.2","Metabolome","C6H14N2O2"
"nHILIC_146.0458_7.6","Metabolome","N-Acetylserine"
"nHILIC_114.0559_7.8","Metabolome","L-Proline"
"nHILIC_149.0455_7.6","Metabolome","C5H10O5(1)"
"pRPLC_330.2637_7.1","Metabolome","C11:0 AC"
"nRPLC_253.2172_10.3","Metabolome","C16:1 FA"
"nRPLC_377.2698_9.2","Metabolome","MG(20:4)(2)"
"nRPLC_295.2279_9.6","Metabolome","9-HODE"
"nRPLC_343.2853_9.8","Metabolome","""C20:0,2OH FA"""
"nRPLC_321.2435_9.9","Metabolome","""C20:3,OH FA(2)"""
"nRPLC_295.2642_11.1","Metabolome","C19:1 FA"
"nRPLC_331.2644_10.9","Metabolome","C22:4 FA"
"nRPLC_539.2494_7","Metabolome","Tetrahydroaldosterone-3-glucuronide(1)"
"pHILIC_768.5558_3.5","Metabolome","PC(35:4)(2)"
"pHILIC_728.5563_4.5","Metabolome","PE(P-36:2)"
"pHILIC_310.1756_5.8","Metabolome","C15H23N3O4"
"pHILIC_189.1345_14.4","Metabolome","Homoarginine"
"nHILIC_241.087_1.1","Metabolome","C15H14O3"
"nHILIC_401.0758_7.6","Metabolome","C13H22O12S"
"nHILIC_724.5298_4.4","Metabolome","PE(P-36:3)"
"nHILIC_147.0297_10.2","Metabolome","C5H8O5"
"nHILIC_269.0542_5.9","Metabolome","C8H14N2O6"
"nHILIC_700.5312_4.5","Metabolome","PE(P-34:1)"
"nHILIC_381.1387_3.9","Metabolome","C16H22N4O7"
"nHILIC_174.056_3.8","Metabolome","Indoleacetic acid"
"pRPLC_195.1128_3.1","Metabolome","C10H14N2O2"
"pRPLC_197.1285_3.4","Metabolome","C10H16N2O2"
"pRPLC_267.1228_6.3","Metabolome","C14H18O5(2)"
"pRPLC_352.2248_8.5","Metabolome","C16 Sphingosine 1-phosphate"
"pRPLC_463.2326_9","Metabolome","C25H34O8"
"pRPLC_380.2561_9.4","Metabolome","C18 Sphingosine 1-phosphate"
"pRPLC_382.2719_9.6","Metabolome","Sphinganine 1-phosphate"
"pRPLC_520.3396_9.8","Metabolome","LysoPC(18:2)"
"nRPLC_381.1387_4.6","Metabolome","C15H26O11"
"nRPLC_167.1077_7.2","Metabolome","C10:2 FA"
"nRPLC_187.007_2.3","Metabolome","p-Cresol sulfate"
"nRPLC_501.1739_7.1","Metabolome","C30H30O5S"
"nRPLC_321.2435_10.1","Metabolome","""C20:3,OH FA(1)"""
"nRPLC_319.2278_10","Metabolome","""C20:4,OH FA(1)"""
"nRPLC_371.1887_9.1","Metabolome","""5alpha-Androstan-3alpha,17alpha-diol monosulfate(3)"""
"nRPLC_507.2231_9","Metabolome","C26H36O10"
"nRPLC_165.092_7.2","Metabolome","C10:3 FA(2)"
"nRPLC_239.0924_7.1","Metabolome","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)"
"nHILIC_333.0592_10.7","Metabolome","C9H19O11P"
"pRPLC_319.1289_6","Metabolome","C16H18N2O5(3)"
"nRPLC_391.2856_9.2","Metabolome","Chenodeoxycholic Acid(3)"
"nRPLC_201.1133_5.9","Metabolome","""C10:0,DC FA (Sebacic acid)(2)"""
"nRPLC_243.1601_8","Metabolome","""C13:0,DC FA(4)"""
"nRPLC_297.2799_11.7","Metabolome","C19:0 FA(1)"
"nRPLC_309.2801_11.4","Metabolome","C20:1 FA"
"nRPLC_433.3322_11.2","Metabolome","C27H46O4(1)"
"nRPLC_305.2486_10.7","Metabolome","C20:3 FA"
"nRPLC_293.2122_9.4","Metabolome","""C18:3,OH FA(3)"""
"nHILIC_253.0927_3.2","Metabolome","C9H18O8"
"nHILIC_151.0261_4.3","Metabolome","Xanthine"
"nHILIC_504.3095_5.8","Metabolome","LysoPE(20:2)"
"pRPLC_355.1265_6.4","Metabolome","C17H20N2O5"
"pRPLC_315.1341_7.8","Metabolome","C17H18N2O4(2)"
"pRPLC_369.2397_10.5","Metabolome","C20H28N6O"
"pRPLC_417.3348_10.5","Metabolome","C27H44O3(1)"
"nRPLC_204.0666_4.3","Metabolome","Cinnamoylglycine"
"nRPLC_433.3321_10.9","Metabolome","C27H46O4(4)"
"nRPLC_313.2386_9.1","Metabolome","""C18:0,DC FA(2)"""
"pHILIC_740.5213_3.6","Metabolome","PC(33:4)(2)"
"pHILIC_738.5049_3.9","Metabolome","PE(36:5)"
"pHILIC_716.5208_3.9","Metabolome","PE(34:2)"
"pHILIC_179.0484_7.4","Metabolome","Cys-Gly or Gly-Cys"
"pHILIC_263.0732_7.6","Metabolome","Unknown_pHILIC_263.0732_7.6"
"pHILIC_139.0501_7.6","Metabolome","Urocanic acid"
"pHILIC_173.092_7.6","Metabolome","C7H12N2O3(2)"
"pHILIC_203.1388_8.9","Metabolome","Ala-Leu or Leu-Ala"
"nHILIC_740.525_4.5","Metabolome","PE(36:3)"
"nHILIC_512.2684_5.7","Metabolome","Chenodeoxycholic acid 3-sulfate"
"nHILIC_243.0621_5.8","Metabolome","Pseudouridine"
"nHILIC_190.0356_10.6","Metabolome","C6H9NO6"
"nHILIC_133.0142_10.4","Metabolome","L-Malic acid"
"nHILIC_104.0352_9.7","Metabolome","L-Serine"
"nHILIC_528.2633_6.7","Metabolome","C26H43NO8S"
"pRPLC_295.1292_1.3","Metabolome","gamma-glutamylphenylalanine"
"pRPLC_313.1548_3.5","Metabolome","Phenylalanylphenylalanine"
"pRPLC_211.1441_4.4","Metabolome","C11H18N2O2(1)"
"pRPLC_357.2786_9.8","Metabolome","C24H38O3(1)"
"pRPLC_445.3672_12.4","Metabolome","C29H48O3"
"nRPLC_391.2856_9.8","Metabolome","Chenodeoxycholic Acid(1)"
"nRPLC_229.0868_7.2","Metabolome","C14H14O3"
"nRPLC_257.1759_8.8","Metabolome","""C14:0,DC FA(2)"""
"nRPLC_165.0556_2.3","Metabolome","Phenyllactate (PLA)"
"nRPLC_465.2489_8.6","Metabolome","Androsterone glucuronide(1)"
"nRPLC_512.2683_10.8","Metabolome","Sulfolithocholylglycine"
"nRPLC_415.3217_11.4","Metabolome","Dihydroxyvitamin D3(1)"
"nRPLC_431.3164_10.9","Metabolome","C27H44O4(3)"
"nRPLC_385.332_10.8","Metabolome","MG(20:0)"
"nRPLC_433.3323_10.5","Metabolome","C27H46O4(3)"
"nRPLC_239.2016_10.1","Metabolome","C15:1 FA"
"nRPLC_275.2017_10","Metabolome","C18:4 FA"
"nRPLC_249.1859_9.8","Metabolome","C16:3 FA"
"nRPLC_188.0352_3.1","Metabolome","Kynurenic acid"
"pHILIC_764.5206_3.4","Metabolome","PE(38:6)(2)"
"pHILIC_118.0861_7","Metabolome","Betaine"
"pHILIC_245.1492_7.5","Metabolome","C11H20N2O4"
"pHILIC_249.1078_10.4","Metabolome","gamma-glutamylthreonine(1)"
"pHILIC_229.1181_10.5","Metabolome","pro-hydroxy-pro(2)"
"pHILIC_133.097_16.1","Metabolome","Ornithine"
"nHILIC_160.0615_10.7","Metabolome","Aminoadipic acid"
"nHILIC_144.0302_7.2","Metabolome","C5H7NO4"
"nHILIC_96.96_11.1","Metabolome","Sulfuric acid"
"nHILIC_160.0251_10.4","Metabolome","C5H7NO5"
"pRPLC_311.0802_7.2","Metabolome","C11H18O8S"
"pRPLC_373.2738_9.2","Metabolome","C24H36O3"
"nRPLC_567.3173_8.9","Metabolome","C30H48O10(3)"
"nRPLC_567.3171_9.6","Metabolome","C30H48O10(2)"
"nRPLC_241.2174_10.5","Metabolome","C15:0 FA"
"nRPLC_269.2487_11","Metabolome","C17:0 FA(1)"
"nRPLC_567.3177_9.2","Metabolome","C30H48O10(1)"
"nRPLC_541.2652_7.4","Metabolome","C27H42O11(2)"
"pHILIC_142.1225_1.3","Metabolome","C8H15NO"
"pHILIC_154.1225_1.6","Metabolome","C9H15NO"
"pHILIC_223.1438_4.1","Metabolome","C12H18N2O2"
"pHILIC_152.0705_7.6","Metabolome","C8H9NO2"
"nHILIC_174.0883_10.1","Metabolome","Citrulline"
"nHILIC_124.0073_8.7","Metabolome","Taurine"
"nHILIC_203.1037_10.8","Metabolome","C8H16N2O4"
"nHILIC_165.0768_3.4","Metabolome","C6H14O5"
"nHILIC_195.051_8.7","Metabolome","Gluconic acid"
"nHILIC_88.0403_8.9","Metabolome","L-Alanine"
"nHILIC_447.2749_7.2","Metabolome","C26H40O6"
"nHILIC_149.0455_5.6","Metabolome","C5H10O5(3)"
"pRPLC_290.1601_0.6","Metabolome","""C5:0,DC AC"""
"pRPLC_339.0751_7.2","Metabolome","C12H18O9S"
"pRPLC_286.1439_8.5","Metabolome","Piperine(1)"
"nRPLC_381.0762_6","Metabolome","Unknown_nRPLC_381.0762_6"
"nRPLC_311.223_9.8","Metabolome","""C18:1,DC FA"""
"nRPLC_225.186_9.8","Metabolome","C14:1 FA(1)"
"nRPLC_251.2016_10","Metabolome","C16:2 FA"
"nRPLC_445.2544_10.8","Metabolome","C18H32N6O2"
"nRPLC_343.2657_10.9","Metabolome","C23H36O2"
"nRPLC_307.2644_11","Metabolome","C20:2 FA"
"nRPLC_355.2643_10.9","Metabolome","C24:6 FA"
"nRPLC_299.2227_9.9","Metabolome","MG(14:1)(3)"
"nRPLC_565.3015_9","Metabolome","C30H46O10"
"pHILIC_189.0869_10.4","Metabolome","C7H12N2O4"
"nHILIC_217.0651_5","Metabolome","Cys-Pro or Pro-Cys"
"nHILIC_194.0458_6.6","Metabolome","Hydroxyhippurate(1)"
"nHILIC_218.1032_6.5","Metabolome","Pantothenic acid"
"pRPLC_261.1446_0.8","Metabolome","gamma-glutamylleucine(2)"
"pRPLC_312.1594_9","Metabolome","C19H21NO3"
"nRPLC_185.1183_6.8","Metabolome","""C10:1,OH FA"""
"nRPLC_315.2541_9.2","Metabolome","MG(15:0)(2)"
"nRPLC_299.2228_9.6","Metabolome","MG(14:1)(1)"
"pHILIC_229.1543_7.2","Metabolome","C11H20N2O3(1)"
"nHILIC_204.0665_5.1","Metabolome","Indolelactic acid"
"nHILIC_181.0506_6.2","Metabolome","Hydroxyphenyllactic acid"
"nHILIC_716.5258_4.7","Metabolome","PE(34:1)"
"pRPLC_310.2014_5.1","Metabolome","C10:3 AC(1)"
"pRPLC_445.2947_10.3","Metabolome","C27H40O5"
"pHILIC_542.3221_6","Metabolome","LysoPC(20:5)"
"pHILIC_282.119_6.7","Metabolome","N1-methyladenosine"
"nHILIC_235.0723_6.5","Metabolome","L-Formylkynurenine"
"nHILIC_425.0806_12.4","Metabolome","Cysteineglutathione disulfide"
"nHILIC_189.0404_7.2","Metabolome","C7H10O6"
"nHILIC_103.0399_5.4","Metabolome","Hydroxybutyric acid(2)"
"nRPLC_285.2072_9.6","Metabolome","""C16:0,DC FA(1)"""
"pHILIC_199.0825_1.5","Metabolome","C7H10N4O3"
"pHILIC_776.5554_3","Metabolome","PE(P-40:6)(1)"
"pHILIC_722.5093_4.2","Metabolome","PE(P-36:5)"
"pHILIC_372.31_5.6","Metabolome","C14:0 AC"
"pHILIC_224.1278_6.2","Metabolome","C12H17NO3"
"pHILIC_216.1227_7","Metabolome","C3:1 AC"
"pHILIC_237.0865_7.3","Metabolome","C11H12N2O4"
"pHILIC_180.0865_7.4","Metabolome","Hexosamine"
"pHILIC_234.0766_7.5","Metabolome","C7H18NO4S"
"pHILIC_290.1593_10.7","Metabolome","""C6:0,DC AC(1)"""
"pHILIC_258.1097_10.8","Metabolome","Glycerophosphocholine"
"pHILIC_229.1181_10.9","Metabolome","pro-hydroxy-pro(1)"
"nHILIC_119.0349_5.7","Metabolome","C4H8O4"
"nHILIC_188.0023_1.6","Metabolome","2-Aminophenol sulfate"
"nHILIC_115.0399_2","Metabolome","Alpha-ketoisovaleric acid"
"nHILIC_118.0509_8.9","Metabolome","L-Threonine"
"nHILIC_144.0666_5.1","Metabolome","C6H11NO3"
"nHILIC_181.0717_3.5","Metabolome","C6H14O6"
"pRPLC_153.0658_1.2","Metabolome","N1-Methyl-2-pyridone-5-carboxamide(1)"
"pRPLC_265.1184_2.6","Metabolome","Alpha-N-Phenylacetyl-L-glutamine"
"pRPLC_279.1705_3.1","Metabolome","Phenylalanylleucine"
"pRPLC_146.06_3.6","Metabolome","4-formyl Indole(1)"
"pRPLC_239.0914_5.1","Metabolome","C12H14O5"
"pRPLC_277.0384_5.1","Metabolome","Dihydroferulic acid"
"pRPLC_312.2171_5.4","Metabolome","C10:2 AC"
"pRPLC_314.2328_6.1","Metabolome","C10:1 AC"
"pRPLC_255.1227_7.2","Metabolome","C13H18O5"
"pRPLC_269.1382_7.1","Metabolome","C14H20O5(1)_pos"
"pRPLC_777.6945_7.2","Metabolome","Thyroxine"
"pRPLC_267.1228_7.6","Metabolome","C14H18O5(3)"
"pRPLC_368.2795_7.7","Metabolome","C14:2 AC"
"pRPLC_344.2796_7.8","Metabolome","C12:0 AC"
"nRPLC_263.1038_2.7","Metabolome","C13H16N2O4"
"nRPLC_263.1289_6.8","Metabolome","gamma-CEHC"
"nRPLC_448.3067_8.6","Metabolome","Chenodeoxycholic acid glycine conjugate(2)"
"nRPLC_407.2804_9.2","Metabolome","Cholic Acid"
"nRPLC_283.0822_2.4","Metabolome","p-Cresol glucuronide"
"nRPLC_204.0665_3","Metabolome","C11H11NO3"
"nRPLC_297.1344_7.6","Metabolome","C15H22O6(2)"
"nRPLC_195.139_8.6","Metabolome","""C12:2,OH FA"""
"nRPLC_271.2279_9.6","Metabolome","""C16:0,OH FA(2)"""
"nRPLC_299.2591_10.2","Metabolome","""C18:0,OH FA(1)"""
"nRPLC_413.222_10.8","Metabolome","C18H38O8S"
"nRPLC_227.2017_10.2","Metabolome","C14:0 FA"
