"name","mz","rt","Candidate.number","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database"
"nRPLC_464.3015_8.8",464.3015,43,1,"Glycocholic acid","475-31-0","HMDB0000138","C01921","HMDB0000138","(M-H)-","0.5128413","0.9997896","NA","NA","NA","0","0.9997896","hmdbMS1Database0.0.1"
"nRPLC_539.2489_8.8",539.2489,92,1,"4-tert-Butylphenyl salicylate","NA","NA","NA","T3D4933","(2M-H)-","9.29277","0.9332479","NA","NA","NA","0","0.9332479","t3db_ms1_database"
"nRPLC_367.1582_8.7",367.1582,71,1,"Dehydroepiandrosterone sulfate","NA","NA","NA","T3D4242","(M-H)-","0.61174","0.9997007","NA","NA","NA","0","0.9997007","t3db_ms1_database"
"nRPLC_183.139_8.5",183.139,31,1,"Undecylenic acid","NA","NA","NA","T3D4847","(M-H)-","0.07471","0.9999955","NA","NA","NA","0","0.9999955","t3db_ms1_database"
"nRPLC_467.2636_8.4",467.2636,72,1,"Lenacil","NA","NA","NA","Lenacil","(2M-H)-","5.778323","0.9736424","NA","NA","NA","0","0.9736424","list2_ms1_database"
"nRPLC_215.1652_8.1",215.1652,51,1,"Lidocaine","NA","NA","NA","T3D2735","(M-H2O-H)-","24.71666","0.6134045","NA","NA","NA","0","0.6134045","t3db_ms1_database"
"nRPLC_213.1498_7.8",213.1498,31,1,"Siduron","NA","NA","NA","Siduron","(M-H2O-H)-","24.25","0.6247211","NA","NA","NA","0","0.6247211","list1_ms1_database"
"nRPLC_199.1703_7.7",199.1703,91,1,"Dodecanoic acid","NA","NA","NA","T3D4596","(M-H)-","0.07503","0.9999955","NA","NA","NA","0","0.9999955","t3db_ms1_database"
"nRPLC_383.1535_7.6",383.1535,31,1,"Myristicin","NA","NA","NA","T3D3114","(2M-H)-","8.77875","0.9402089","NA","NA","NA","0","0.9402089","t3db_ms1_database"
"nRPLC_163.0765_7.4",163.0765,30,1,"Carbofuran phenol","NA","NA","NA","Carbofuran phenol","(M-H)-","0.5","0.9998","NA","NA","NA","0","0.9998","list1_ms1_database"
"nRPLC_541.2652_7.4",541.2652,12,1,"Cortolone-3-glucuronide","56162-46-0","HMDB0010320","NA","HMDB0010320","(M-H)-","0.3920186","0.9998771","NA","NA","NA","0","0.9998771","hmdbMS1Database0.0.1"
"nRPLC_165.092_7.2",165.092,50,1,"Cyromazine","NA","NA","NA","Cyromazine","(M-H)-","5.75","0.9738967","NA","NA","NA","0","0.9738967","list1_ms1_database"
"nRPLC_187.1339_7.1",187.1339,71,1,"Isoproturon","NA","NA","NA","Isoproturon","(M-H2O-H)-","24.5","0.6186596","NA","NA","NA","0","0.6186596","list1_ms1_database"
"nRPLC_527.2129_7.1",527.2129,72,1,"Phenylacetylglutamine","NA","NA","NA","1599","(2M-H)-","3.440773","0.9905736","NA","NA","NA","0","0.9905736","specific_biomarker_ms1_database"
"nRPLC_481.244_7.1",481.244,12,1,"11-beta-Hydroxyandrosterone-3-glucuronide","NA","HMDB0010351","NA","HMDB0010351","(M-H)-","0.5876728","0.9997238","NA","NA","NA","0","0.9997238","hmdbMS1Database0.0.1"
"nRPLC_541.2651_7",541.2651,12,1,"Cortolone-3-glucuronide","56162-46-0","HMDB0010320","NA","HMDB0010320","(M-H)-","0.576771","0.9997339","NA","NA","NA","0","0.9997339","hmdbMS1Database0.0.1"
"nRPLC_539.2494_7",539.2494,92,1,"4-tert-Butylphenyl salicylate","NA","NA","NA","T3D4933","(2M-H)-","10.21998","0.9198374","NA","NA","NA","0","0.9198374","t3db_ms1_database"
"nRPLC_165.092_7",165.092,50,1,"Cyromazine","NA","NA","NA","Cyromazine","(M-H)-","5.75","0.9738967","NA","NA","NA","0","0.9738967","list1_ms1_database"
"nRPLC_577.255_7",577.255,72,1,"Deserpidine","131-01-1","HMDB0015221","C06541","HMDB0015221","(M-H)-","0.8942356","0.9993605","NA","NA","NA","0","0.9993605","hmdbMS1Database0.0.1"
"nRPLC_541.2652_6.8",541.2652,12,1,"Cortolone-3-glucuronide","56162-46-0","HMDB0010320","NA","HMDB0010320","(M-H)-","0.3920186","0.9998771","NA","NA","NA","0","0.9998771","hmdbMS1Database0.0.1"
"nRPLC_201.1133_6.3",201.1133,11,1,"Sebacic acid","NA","NA","NA","T3D4883","(M-H)-","0.22734","0.9999587","NA","NA","NA","0","0.9999587","t3db_ms1_database"
"nRPLC_495.2235_6.2",495.2235,52,1,"Glaucarubin","1448-23-3","HMDB0035626","C08760","HMDB0035626","(M-H)-","0.09565782","0.9999927","NA","NA","NA","0","0.9999927","hmdbMS1Database0.0.1"
"nRPLC_187.0976_5.4",187.0976,70,1,"Azelaic Acid","NA","NA","NA","T3D4799","(M-H)-","0.1025","0.9999916","NA","NA","NA","0","0.9999916","t3db_ms1_database"
"nRPLC_155.0713_3.6",155.0713,50,1,"Dimethyl adipate","NA","NA","NA","T3D4869","(M-H2O-H)-","0.02234","0.9999996","NA","NA","NA","0","0.9999996","t3db_ms1_database"
"nRPLC_206.0821_3.4",206.0821,60,1,"Decarbofuran","NA","NA","NA","T3D0954","(M-H)-","0.3582175","0.9998973","NA","NA","NA","0","0.9998973","t3db_ms1_database"
"nRPLC_188.0352_3.1",188.0352,80,1,"Tricyclazole","NA","NA","NA","Tricyclazole","(M-H)-","16.25","0.8095716","NA","NA","NA","0","0.8095716","list1_ms1_database"
"nRPLC_151.04_2.3",151.04,10,1,"Methyl paraben","NA","NA","NA","Methyl paraben","(M-H)-","0.75","0.9995501","NA","NA","NA","0","0.9995501","list1_ms1_database"
"nHILIC_239.0771_7.6",239.0771,90,1,"3-O-Methyluridine","NA","NA","NA","HILIC_29","(M-H2O-H)-","24.5","0.6186596","15","0.8824969","NA","0","0.7505783","msDatabase_hilic0.0.2"
"nHILIC_179.0561_7.6",179.0561,90,1,"5-Acetylamino-6-amino-3-methyluracil","NA","HMDB04400","C16366","HILIC_623","(M-H2O-H)-","4.3125","0.985232","6","0.9801987","NA","0","0.9827153","msDatabase_hilic0.0.2"
"nHILIC_303.2327_1",303.2327,32,1,"C20:4 FA","506-32-1","HMDB01043","C00219","HILIC_578","(M-H)-","1.3125","0.9986228","28","0.6469052","NA","0","0.822764","msDatabase_hilic0.0.2"
"nHILIC_188.0716_2.1",188.0716,80,1,"N-Acetyl-L-Phenylalanine","NA","NA","NA","HILIC_356","(M-H2O-H)-","0.1","0.999992","28","0.6469052","NA","0","0.8234486","msDatabase_hilic0.0.2"
"nHILIC_267.0719_4.2",267.0719,70,1,"Hydroxy Tolbutamide","NA","NA","NA","HILIC_93","(M-H2O-H)-","22.25","0.672973","13","0.9103839","NA","0","0.7916785","msDatabase_hilic0.0.2"
"nHILIC_277.2171_1",277.2171,72,1,"C18:3 FA","463-40-1","HMDB03073","C06426","HILIC_577","(M-H)-","1.3125","0.9986228","12","0.9231163","NA","0","0.9608696","msDatabase_hilic0.0.2"
"nHILIC_327.2328_1",327.2328,72,1,"C22:6 FA","6217-54-5","HMDB02183","C06429","HILIC_579","(M-H)-","1.3125","0.9986228","12","0.9231163","NA","0","0.9608696","msDatabase_hilic0.0.2"
"nHILIC_167.0349_1.3",167.0349,70,1,"5-Methoxysalicylic acid","NA","NA","HMDB01868","HILIC_835","(M-H)-","1.0625","0.9990973","8","0.9650691","NA","0","0.9820832","msDatabase_hilic0.0.2"
"nHILIC_188.0023_1.6",188.0023,80,1,"2-Aminophenol sulfate","NA","NA","HMDB61116","HILIC_838","(M-H)-","1.0625","0.9990973","22","0.7642282","NA","0","0.8816627","msDatabase_hilic0.0.2"
"nHILIC_197.0678_4.1",197.0678,70,1,"5-Acetylamino-6-amino-3-methyluracil","NA","HMDB04400","C16366","HILIC_623","(M-H)-","1.5625","0.9980488","14","0.8968301","NA","0","0.9474394","msDatabase_hilic0.0.2"
"nHILIC_103.04_4.6",103.04,30,1,"Niacinamide","NA","NA","NA","HILIC_102","(M-H2O-H)-","24.7175","0.6133842","27.6","0.6549476","NA","0","0.6341659","msDatabase_hilic0.0.2"
"nHILIC_287.052_8.1",287.052,70,1,"5,7,3,4'-Tetrahydroxyflavanone","NA","NA","NA","HILIC_32","(M-H)-","10.25","0.9193853","11.2","0.9326839","NA","0","0.9260346","msDatabase_hilic0.0.2"
"nHILIC_275.0649_8.9",275.0649,50,1,"Hydroxybenzoic acid","NA","NA","NA","HILIC_588","(2M-H)-","19.875","0.7290503","10","0.9459595","NA","0","0.8375049","msDatabase_hilic0.0.2"
"nHILIC_149.0455_8.2",149.0455,90,1,"1-Methylhypoxanthine","NA","NA","NA","HILIC_8","(M-H)-","3.5","0.9902479","15","0.8824969","NA","0","0.9363724","msDatabase_hilic0.0.2"
"nHILIC_149.0455_7.6",149.0455,90,1,"1-Methylhypoxanthine","NA","NA","NA","HILIC_8","(M-H)-","3.5","0.9902479","15","0.8824969","NA","0","0.9363724","msDatabase_hilic0.0.2"
"nHILIC_129.0192_7.6",129.0192,90,1,"Itaconate","NA","NA","NA","HILIC_316","(M-H)-","0.275","0.9999395","27","0.6669768","NA","0","0.8334582","msDatabase_hilic0.0.2"
"nHILIC_149.0455_5.6",149.0455,90,1,"1-Methylhypoxanthine","NA","NA","NA","HILIC_8","(M-H)-","3.5","0.9902479","15","0.8824969","NA","0","0.9363724","msDatabase_hilic0.0.2"
"nHILIC_103.0399_5.4",103.0399,30,1,"Niacinamide","NA","NA","NA","HILIC_102","(M-H2O-H)-","24.4675","0.6194478","27.6","0.6549476","NA","0","0.6371977","msDatabase_hilic0.0.2"
"nHILIC_257.0777_2.2",257.0777,70,1,"3-O-Methyluridine","NA","NA","NA","HILIC_29","(M-H)-","0.5","0.9998","5","0.9862071","NA","0","0.9930036","msDatabase_hilic0.0.2"
"nHILIC_197.0679_1.4",197.0679,70,1,"5-Acetylamino-6-amino-3-methyluracil","NA","HMDB04400","C16366","HILIC_623","(M-H)-","1.3125","0.9986228","14","0.8968301","NA","0","0.9477264","msDatabase_hilic0.0.2"
"nHILIC_204.9811_1.1",204.9811,49,1,"1,2,3-benzenetriol sulfate","NA","NA","NA","HILIC_632","(M-H)-","1.3125","0.9986228","17","0.8516705","NA","0","0.9251467","msDatabase_hilic0.0.2"
"nHILIC_137.0243_1",137.0243,70,1,"4-Hydroxybenzoate","NA","NA","NA","HILIC_289","(M-H)-","0.25","0.99995","13","0.9103839","NA","0","0.955167","msDatabase_hilic0.0.2"
"nHILIC_157.0869_1",157.0869,70,1,"(-)-Cotinine","NA","NA","NA","HILIC_17","(M-H2O-H)-","24.5","0.6186596","11.2","0.9326839","NA","0","0.7756718","msDatabase_hilic0.0.2"
"nRPLC_263.1038_2.7",263.1038,31,1,"L-Asparagine monohydrate","NA","NA","NA","RPLC_143","(2M-H)-","10.285","0.9188568","2","0.9977802","NA","0","0.9583185","msDatabase_rplc0.0.2"
"nRPLC_171.1027_5.6",171.1027,11,1,"L-Tryptophanol","NA","NA","NA","RPLC_62","(M-H2O-H)-","25","0.6065307","25.6","0.6948294","NA","0","0.65068","msDatabase_rplc0.0.2"
"nRPLC_185.1183_6.8",185.1183,51,1,"ANILINE","NA","NA","NA","RPLC_264","(2M-H)-","24.75","0.6125958","8.4","0.9615584","NA","0","0.7870771","msDatabase_rplc0.0.2"
"nRPLC_172.9914_0.9",172.9914,29,1,"Phenol sulphate","NA","HMDB60015","C00850","RPLC_742","(M-H)-","0.8125","0.999472","19","0.818276","NA","0","0.908874","msDatabase_rplc0.0.2"
"nRPLC_129.0558_1",129.0558,90,1,"3-Methyl-2-oxovaleric acid","NA","HMDB03736","C00671","RPLC_466","(M-H)-","1.3125","0.9986228","27.10318","0.6649116","NA","0","0.8317672","msDatabase_rplc0.0.2"
"nRPLC_204.0665_3",204.0665,40,1,"Salsolinol 1-carboxylic acid","NA","NA","NA","RPLC_113","(M-H2O-H)-","0.1475","0.9999826","7","0.973145","NA","0","0.9865638","msDatabase_rplc0.0.2"
"nRPLC_204.0666_4.3",204.0666,40,1,"Salsolinol 1-carboxylic acid","NA","NA","NA","RPLC_113","(M-H2O-H)-","0.1025","0.9999916","7","0.973145","NA","0","0.9865683","msDatabase_rplc0.0.2"
"nRPLC_255.1141_6.4",255.1141,51,1,"Dihydrothymine","NA","NA","NA","RPLC_77","(2M-H)-","10.5","0.9155777","12.6","0.9155777","NA","0","0.9155777","msDatabase_rplc0.0.2"
"nRPLC_297.1344_7.6",297.1344,71,1,"7-Methyladenine","NA","NA","NA","RPLC_11","(2M-H)-","3.75","0.988813","23","0.7453593","NA","0","0.8670862","msDatabase_rplc0.0.2"
"nRPLC_297.1343_8.3",297.1343,71,1,"7-Methyladenine","NA","NA","NA","RPLC_11","(2M-H)-","3.5","0.9902479","23","0.7453593","NA","0","0.8678036","msDatabase_rplc0.0.2"
"nRPLC_297.1344_7.3",297.1344,71,1,"7-Methyladenine","NA","NA","NA","RPLC_11","(2M-H)-","3.75","0.988813","23","0.7453593","NA","0","0.8670862","msDatabase_rplc0.0.2"
"nRPLC_117.0557_0.6",117.0557,70,1,"L-a-Hydroxyisovaleric acid","NA","HMDB00407","NA","RPLC_737","(M-H)-","1.5625","0.9980488","28","0.6469052","NA","0","0.822477","msDatabase_rplc0.0.2"
