ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Cancer associations
1212,BDE-191,Polybrominated diphenyl ethers (PBDE),"2,3,3',4,4',5',6-Heptabromodiphenyl ether",Single,,446255-30-7,53485723,,,,BrC1=CC(OC2=C(Br)C(Br)=C(Br)C=C2Br)=CC(Br)=C1Br,C12H3Br7O,InChI=1S/C12H3Br7O/c13-5-1-4(2-6(14)9(5)17)20-12-8(16)3-7(15)10(18)11(12)19/h1-3H,BNBFKFHSIPERIM-UHFFFAOYSA-N,722.483,715.446756,4,12,0,0,0,0
1182,BDE-30,Polybrominated diphenyl ethers (PBDE),"2,4,6-Tribromodiphenyl ether",Single,,155999-95-4,12073149,,,,BrC1=CC(Br)=C(OC2=CC=CC=C2)C(Br)=C1,C12H7Br3O,InChI=1S/C12H7Br3O/c13-8-6-10(14)12(11(15)7-8)16-9-4-2-1-3-5-9/h1-7H,TVZAPPGLBLTACB-UHFFFAOYSA-N,406.899,403.804704,1,1,0,0,0,0
1183,BDE-35,Polybrominated diphenyl ethers (PBDE),"3,3',4-Tribromodiphenyl ether",Single,,147217-80-9,12073150,,,,BrC1=CC=CC(OC2=CC=C(Br)C(Br)=C2)=C1,C12H7Br3O,InChI=1S/C12H7Br3O/c13-8-2-1-3-9(6-8)16-10-4-5-11(14)12(15)7-10/h1-7H,CDVYKQPKJYPWRO-UHFFFAOYSA-N,406.899,403.804704,1,1,0,0,0,0
1184,BDE-37,Polybrominated diphenyl ethers (PBDE),"3,4,4'-Tribromodiphenyl ether",Single,,147217-81-0,12073152,,,,BrC1=CC=C(OC2=CC(Br)=C(Br)C=C2)C=C1,C12H7Br3O,InChI=1S/C12H7Br3O/c13-8-1-3-9(4-2-8)16-10-5-6-11(14)12(15)7-10/h1-7H,YALAYFVVZFORPV-UHFFFAOYSA-N,406.899,403.804704,2,5,0,0,0,0
1189,BDE-75,Polybrominated diphenyl ethers (PBDE),"2,4,4',6-Tetrabromodiphenyl ether",Single,,189084-63-7,15509895,,,,BrC1=CC=C(OC2=C(Br)C=C(Br)C=C2Br)C=C1,C12H6Br4O,InChI=1S/C12H6Br4O/c13-7-1-3-9(4-2-7)17-12-10(15)5-8(14)6-11(12)16/h1-6H,BWCNKMFFUGBFGB-UHFFFAOYSA-N,485.795,481.715217,3,6,0,0,0,0
1205,BDE-155,Polybrominated diphenyl ethers (PBDE),"2,2',4,4',6,6'-Hexabromodiphenyl ether",Single,,35854-94-5,11028658,,,,BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C=C2Br)C(Br)=C1,C12H4Br6O,InChI=1S/C12H4Br6O/c13-5-1-7(15)11(8(16)2-5)19-12-9(17)3-6(14)4-10(12)18/h1-4H,HRSCBOSGEKXXSI-UHFFFAOYSA-N,643.587,637.536243,2,5,0,0,0,0
1208,BDE-181,Polybrominated diphenyl ethers (PBDE),"2,2',3,4,4',5,6-Heptabromodiphenyl ether",Single,,189084-67-1,16212144,,,,BrC1=CC(Br)=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C=C1,C12H3Br7O,InChI=1S/C12H3Br7O/c13-4-1-2-6(5(14)3-4)20-12-10(18)8(16)7(15)9(17)11(12)19/h1-3H,GVNRIAPLVGNZPL-UHFFFAOYSA-N,722.483,715.446756,1,1,0,0,0,0
1309,gamma-HCH,Organohalogens [pesticides],Lindane; gamma-Hexachlorocyclohexane; gamma-HCCH,Single,,58-89-9,,32888,,HMDB14575,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,C6H6Cl6,"InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4+,5+,6+",JLYXXMFPNIAWKQ-GNIYUCBRSA-N,290.83,287.860066434,7,9,0,0,0,0
1344,Aldrin,Organohalogens [pesticides],,Single,,309-00-2,12310947,2564,,,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,C12H8Cl6,"InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2/t4-,5+,6+,7-,10+,11-",QBYJBZPUGVGKQQ-SJJAEHHWSA-N,364.9,361.8757165,2,2,0,0,0,0
1333,Heptachlor epoxide,Organohalogens [pesticides],,Single,Important metabolite of heptachlor. Oxidation product formed by many plants and animal species.,1024-57-3,13930,34786,,,ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,C10H5Cl7O,"InChI=1S/C10H5Cl7O/c11-3-1-2(4-5(3)18-4)9(15)7(13)6(12)8(1,14)10(9,16)17/h1-5H",ZXFXBSWRVIQKOD-UHFFFAOYSA-N,389.317,385.816008731,4,6,0,0,0,0
1313,cis-Nonachlor,Organohalogens [pesticides],,Single,Component of chlordane.,5103-73-1,12313426,,,,ClC1[C@H](Cl)[C@@H]2[C@H]([C@@H]1Cl)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,C10H5Cl9,"InChI=1S/C10H5Cl9/c11-3-1-2(4(12)5(3)13)9(17)7(15)6(14)8(1,16)10(9,18)19/h1-5H/t1-,2+,3+,4-,5?,8-,9+",OCHOKXCPKDPNQU-MSFPVELZSA-N,444.2,439.7587995,3,4,0,0,0,0
1314,Mirex,Organohalogens [pesticides],,Single,,2385-85-5,16945,34852,,HMDB59573,ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl,C10Cl12,"InChI=1S/C10Cl12/c11-1-2(12)7(17)4(14)3(13,5(1,15)9(7,19)20)6(1,16)10(21,22)8(2,4)18",GVYLCNUFSHDAAW-UHFFFAOYSA-N,545.543,539.626232484,5,6,0,0,0,0
1346,beta-Chlordane,Organohalogens [pesticides],trans-Chlordane,Single,,5103-74-2,12303020,39069,,,[H][C@@]1(Cl)CC2([H])C([H])([C@@]1([H])Cl)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,C10H6Cl8,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2?,3-,4?,5+,8+,9-/m1/s1",BIWJNBZANLAXMG-MRTOWHRVSA-N,409.779,405.797771848,2,2,0,0,0,0
1347,alpha-Chlordane,Organohalogens [pesticides],cis-Chlordane,Single,,5103-71-9,12303021,39068,,,[H][C@]1(Cl)CC2([H])C([H])([C@@]1([H])Cl)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,C10H6Cl8,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2?,3-,4?,5-,8-,9+/m0/s1",BIWJNBZANLAXMG-MRAITHJBSA-N,409.779,405.797771848,3,6,0,0,0,0
1310,3-Hydroxybenzo[a]pyrene,Polycyclic aromatic hydrocarbons (PAH) [air and water pollutants],3-OH-B(a)P,Single,,13345-21-6,25890,34337,,,OC1=C2C=CC3=CC4=CC=CC=C4C4=CC=C(C=C1)C2=C34,C20H12O,"InChI=1S/C20H12O/c21-18-10-7-12-5-8-16-15-4-2-1-3-13(15)11-14-6-9-17(18)19(12)20(14)16/h1-11,21H",SPUUWWRWIAEPDB-UHFFFAOYSA-N,268.315,268.088815006,2,5,0,0,0,0
1360,1-Hydroxybenzo[c]phenanthrene,Polycyclic aromatic hydrocarbons (PAH) [air and water pollutants],1-OH-B(c)P,Single,,22717-93-7,263244,,,,OC1=CC=CC2=C1C1=C(C=CC3=CC=CC=C13)C=C2,C18H12O,"InChI=1S/C18H12O/c19-16-7-3-5-13-10-11-14-9-8-12-4-1-2-6-15(12)17(14)18(13)16/h1-11,19H",XTPJJWPXQDJTPH-UHFFFAOYSA-N,244.293,244.088815006,1,1,0,0,0,0
1361,3-Hydroxybenzo[c]phenanthrene,Polycyclic aromatic hydrocarbons (PAH) [air and water pollutants],3-OH-B(c)P,Single,,22717-95-9,98856,,,,OC1=CC2=C(C=C1)C1=C(C=CC3=CC=CC=C13)C=C2,C18H12O,"InChI=1S/C18H12O/c19-15-9-10-17-14(11-15)8-7-13-6-5-12-3-1-2-4-16(12)18(13)17/h1-11,19H",QFFZIWXRRBPSQE-UHFFFAOYSA-N,244.293,244.088815006,1,1,0,0,0,0
1362,3-Hydroxyfluoranthene,Polycyclic aromatic hydrocarbons (PAH) [air and water pollutants],3-OH-FRT,Single,,17798-09-3,176953,,,,OC1=C2C=CC=C3C4=CC=CC=C4C(C=C1)=C23,C16H10O,"InChI=1S/C16H10O/c17-15-9-8-13-11-5-2-1-4-10(11)12-6-3-7-14(15)16(12)13/h1-9,17H",PQWYZWVBXAOHOU-UHFFFAOYSA-N,218.255,218.073164942,1,1,0,0,0,0
1363,1-Hydroxybenzo[a]anthracene,Polycyclic aromatic hydrocarbons (PAH) [air and water pollutants],1-OH-B(a)A,Single,,69847-26-3,135458,,,,OC1=CC=CC2=C1C1=CC3=CC=CC=C3C=C1C=C2,C18H12O,"InChI=1S/C18H12O/c19-17-7-3-6-12-8-9-15-10-13-4-1-2-5-14(13)11-16(15)18(12)17/h1-11,19H",PBPCCBLJHAAYFD-UHFFFAOYSA-N,244.293,244.088815006,1,1,0,0,0,0
1364,3-Hydroxybenzo[a]anthracene,Polycyclic aromatic hydrocarbons (PAH) [air and water pollutants],3-OH-B(a)A,Single,,4834-35-9,115265,,,,OC1=CC2=C(C=C1)C1=CC3=CC=CC=C3C=C1C=C2,C18H12O,"InChI=1S/C18H12O/c19-16-7-8-17-15(10-16)6-5-14-9-12-3-1-2-4-13(12)11-18(14)17/h1-11,19H",MRRWKFVZIOCJBS-UHFFFAOYSA-N,244.293,244.088815006,1,1,0,0,0,0
1365,1-Hydroxychrysene,Polycyclic aromatic hydrocarbons (PAH) [air and water pollutants],1-OH-CHR; 1-CHR,Single,,63019-38-5,44284,,,,OC1=C2C=CC3=C(C=CC4=CC=CC=C34)C2=CC=C1,C18H12O,"InChI=1S/C18H12O/c19-18-7-3-6-14-16-9-8-12-4-1-2-5-13(12)15(16)10-11-17(14)18/h1-11,19H",ISHBWEUQYFEVES-UHFFFAOYSA-N,244.293,244.088815006,1,1,0,0,0,0
1366,2-Hydroxychrysene,Polycyclic aromatic hydrocarbons (PAH) [air and water pollutants],2-OH-CHR; 2-CHR,Single,,65945-06-4,47782,,,,OC1=CC2=C(C=C1)C1=C(C=C2)C2=CC=CC=C2C=C1,C18H12O,"InChI=1S/C18H12O/c19-14-7-10-16-13(11-14)6-9-17-15-4-2-1-3-12(15)5-8-18(16)17/h1-11,19H",RSBSTIBFPNNSTH-UHFFFAOYSA-N,244.293,244.088815006,1,1,0,0,0,0
1367,3-Hydroxychrysene,Polycyclic aromatic hydrocarbons (PAH) [air and water pollutants],3-OH-CHR; 3-CHR,Single,,63019-39-6,44285,,,,OC1=CC2=C(C=C1)C=CC1=C2C=CC2=CC=CC=C12,C18H12O,"InChI=1S/C18H12O/c19-14-8-5-13-7-9-16-15-4-2-1-3-12(15)6-10-17(16)18(13)11-14/h1-11,19H",PULKTNQKGZNFNB-UHFFFAOYSA-N,244.293,244.088815006,1,1,0,0,0,0
1368,4-Hydroxychrysene,Polycyclic aromatic hydrocarbons (PAH) [air and water pollutants],4-OH-CHR; 4-CHR,Single,,63019-40-9,44286,,,,OC1=CC=CC2=C1C1=C(C=C2)C2=CC=CC=C2C=C1,C18H12O,"InChI=1S/C18H12O/c19-17-7-3-5-13-9-10-15-14-6-2-1-4-12(14)8-11-16(15)18(13)17/h1-11,19H",CZCGRCFUEPALNV-UHFFFAOYSA-N,244.293,244.088815006,1,1,0,0,0,0
1372,"trans,trans-Muconic acid",Benzene,"t,t'-Muconic acid",Single,Metabolite of benzene.,3588-17-8,5356793,27036,FDB022974,HMDB02349,OC(=O)\C=C\C=C\C(O)=O,C6H6O4,"InChI=1S/C6H6O4/c7-5(8)3-1-2-4-6(9)10/h1-4H,(H,7,8)(H,9,10)/b3-1+,4-2+",TXXHDPDFNKHHGW-ZPUQHVIOSA-N,142.1094,142.02660868,1,10,0,0,0,0
1341,PCB-156/171,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,2,3,0,0,0,0
1095,PCB-149,Polychlorinated biphenyls (PCB),"2,2',3,4',5',6-Hexachlorobiphenyl",Single,,38380-04-0,38016,,,,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-1-2-7(14)12(18)11(6)5-3-9(16)10(17)4-8(5)15/h1-4H,LKHLFUVHHXCNJH-UHFFFAOYSA-N,360.878,357.84441637,4,5,0,0,0,0
1326,"o,p'-DDT",Organohalogens [pesticides],"o,p'‑Dichlorodiphenyltrichloroethane; 2,4'‑Dichlorodiphenyltrichloroethane",Single,Organochlorine pesticide.,789-02-6,13089,34027,,,ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl,C14H9Cl5,"InChI=1S/C14H9Cl5/c15-10-7-5-9(6-8-10)13(14(17,18)19)11-3-1-2-4-12(11)16/h1-8,13H",CVUGPAFCQJIYDT-UHFFFAOYSA-N,354.486,351.914688823,5,7,0,0,0,0
1338,PCB-138/158,Polychlorinated biphenyls (PCB),,Combined,,,,,,,,,,,,,4,5,0,0,0,0
971,PCB-18,Polychlorinated biphenyls (PCB),"2,2',5-Trichlorobiphenyl",Single,,37680-65-2,37803,,,,ClC1=CC=C(Cl)C(=C1)C1=CC=CC=C1Cl,C12H7Cl3,InChI=1S/C12H7Cl3/c13-8-5-6-12(15)10(7-8)9-3-1-2-4-11(9)14/h1-7H,DCMURXAZTZQAFB-UHFFFAOYSA-N,257.543,255.961333345,8,15,0,0,0,0
1339,Aroclor 1260,Polychlorinated biphenyls (PCB),,Combined,Aroclor is a commercial PCB mixture produced from approximately 1930 to 1979. It is one of the most commonly known trade names for PCB mixtures. See: http://www.epa.gov/epawaste/hazard/tsd/pcbs/pubs/aroclor.htm.,,,,,,,,,,,,1,2,0,0,0,0
986,PCB-33,Polychlorinated biphenyls (PCB),"2,3',4'-Trichlorobiphenyl",Single,,38444-86-9,38036,,,,ClC1=CC=C(C=C1Cl)C1=CC=CC=C1Cl,C12H7Cl3,InChI=1S/C12H7Cl3/c13-10-4-2-1-3-9(10)8-5-6-11(14)12(15)7-8/h1-7H,RIMXLXBUOQMDHV-UHFFFAOYSA-N,257.543,255.961333345,3,9,0,0,0,0
1000,PCB-47,Polychlorinated biphenyls (PCB),"2,2',4,4'-Tetrachlorobiphenyl",Single,,2437-79-8,17097,34204,,,ClC1=CC=C(C(Cl)=C1)C1=CC=C(Cl)C=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-7-1-3-9(11(15)5-7)10-4-2-8(14)6-12(10)16/h1-6H,QORAVNMWUNPXAO-UHFFFAOYSA-N,291.988,289.92236102,3,9,0,0,0,0
1113,PCB-171,Polychlorinated biphenyls (PCB),"2,2',3,3',4,4',6-Heptachlorobiphenyl",Single,,52663-71-5,40478,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-5-2-1-4(9(16)10(5)17)8-6(14)3-7(15)11(18)12(8)19/h1-3H,TZMHVHLTPWKZCI-UHFFFAOYSA-N,395.323,391.805444045,4,8,0,0,0,0
1315,4'-OH-PCB-120,Polychlorinated biphenyls (PCB),"4'-Hydroxy-2,3',4,5,5'-pentachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,C12H5Cl5O,"InChI=1S/C12H5Cl5O/c13-7-4-9(15)8(14)3-6(7)5-1-10(16)12(18)11(17)2-5/h1-4,18H",QUUXIRZLTXYDLY-UHFFFAOYSA-N,342.42,339.8783033,1,2,0,0,0,0
1317,3-OH-PCB-153,Polychlorinated biphenyls (PCB),"3-Hydroxy-2,2',4,4',5,5'-hexachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,C12H4Cl6O,"InChI=1S/C12H4Cl6O/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3,19H",ZVJPNYXNOYRCIJ-UHFFFAOYSA-N,376.86,373.8393309,5,16,0,0,0,0
1318,3'-OH-PCB-138,Polychlorinated biphenyls (PCB),"3'-Hydroxy-2,2',3,4,4',5'-hexachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C(=CC(Cl)=C1Cl)C1=CC=C(Cl)C(Cl)=C1Cl,C12H4Cl6O,"InChI=1S/C12H4Cl6O/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3,19H",IFMBZIUKIZYLED-UHFFFAOYSA-N,376.86,373.8393309,5,16,0,0,0,0
1319,4'-OH-PCB-130,Polychlorinated biphenyls (PCB),"4'-Hydroxy-2,2',3,3',4,5'-hexachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C=C(C(Cl)=C1Cl)C1=CC=C(Cl)C(Cl)=C1Cl,C12H4Cl6O,"InChI=1S/C12H4Cl6O/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)12(19)11(18)9(5)16/h1-3,19H",GBRSRHQBVBUJCF-UHFFFAOYSA-N,376.86,373.8393309,2,4,0,0,0,0
1320,3'-OH-PCB-187,Polychlorinated biphenyls (PCB),"3'-Hydroxy-2,2',3,4',5,5',6-heptachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C(=CC(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H3Cl7O,"InChI=1S/C12H3Cl7O/c13-4-1-3(8(16)12(20)11(4)19)7-9(17)5(14)2-6(15)10(7)18/h1-2,20H",LVMRXGAZIJPYGE-UHFFFAOYSA-N,411.31,407.8003586,1,2,0,0,0,0
1321,3'-OH-PCB-180,Polychlorinated biphenyls (PCB),"3'-Hydroxy-2,2',3,4,4',5,5'-heptachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7O,"InChI=1S/C12H3Cl7O/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2,20H",JCUBQOKFGUXHFL-UHFFFAOYSA-N,411.31,407.8003586,2,4,0,0,0,0
1322,4'-OH-PCB-172,Polychlorinated biphenyls (PCB),"4'-Hydroxy-2,2',3,3',4,5,5'-heptachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7O,"InChI=1S/C12H3Cl7O/c13-5-1-3(7(15)10(18)9(5)17)4-2-6(14)12(20)11(19)8(4)16/h1-2,20H",NMAGXCAAKZMNOI-UHFFFAOYSA-N,411.31,407.8003586,4,10,0,0,0,0
1323,4-OH-PCB-193,Polychlorinated biphenyls (PCB),"4-Hydroxy-2,3,3',4',5,5',6-heptachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C(Cl)=C(C2=CC(Cl)=C(Cl)C(Cl)=C2)C(Cl)=C1Cl,C12H3Cl7O,"InChI=1S/C12H3Cl7O/c13-4-1-3(2-5(14)7(4)15)6-8(16)10(18)12(20)11(19)9(6)17/h1-2,20H",XWPUYUABMBCXOL-UHFFFAOYSA-N,411.31,407.8003586,2,4,0,0,0,0
1324,OH-PCBs,Polychlorinated biphenyls (PCB),Hydroxylated polychlorinated biphenyls,Combined,,,,,,,,,,,,,4,10,0,0,0,0
1142,PCB-201,Polychlorinated biphenyls (PCB),"2,2',3,3',4,5',6,6'-Octachlorobiphenyl",Single,,40186-71-8,38410,,,,ClC1=CC(Cl)=C(C(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H2Cl8,InChI=1S/C12H2Cl8/c13-3-1-6(16)11(19)12(20)7(3)8-9(17)4(14)2-5(15)10(8)18/h1-2H,LJQOBQLZTUSEJA-UHFFFAOYSA-N,429.768,425.76647172,5,8,0,0,0,0
1327,"o,p'-DDE",Organohalogens [pesticides],"o,p'-Dichlorodiphenyldichloroethylene; 2,4'-Dichlorodiphenyldichloroethylene",Single,"Metabolite of DDT, an organochlorine pesticide.",3424-82-6,246598,34211,,,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,C14H8Cl4,InChI=1S/C14H8Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8H,ZDYJWDIWLRZXDB-UHFFFAOYSA-N,318.02,315.9380111,3,5,0,0,0,0
1332,Heptachlor,Organohalogens [pesticides],,Single,Former insecticide isolated from technical chlordane in 1946.,76-44-8,3589,34785,,,ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,C10H5Cl7,"InChI=1S/C10H5Cl7/c11-4-2-1-3-5(4)9(15)7(13)6(12)8(3,14)10(9,16)17/h1-5H",FRCCEHPWNOQAEU-UHFFFAOYSA-N,373.318,369.821094109,2,1,0,0,0,0
961,PCB-8,Polychlorinated biphenyls (PCB),"2,4'-Dichlorobiphenyl",Single,,34883-43-7,36982,34232,,,ClC1=CC=C(C=C1)C1=CC=CC=C1Cl,C12H8Cl2,InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,UFNIBRDIUNVOMX-UHFFFAOYSA-N,223.098,222.00030567,1,2,0,0,0,0
1328,3-OH-PCB-118,Polychlorinated biphenyls (PCB),"3-Hydroxy-2,3',4,4',5-pentachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C(=CC(Cl)=C1Cl)C1=CC=C(Cl)C(Cl)=C1,C12H5Cl5O,"InChI=1S/C12H5Cl5O/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4,18H",JROZAXVKMMXVBS-UHFFFAOYSA-N,342.42,339.8783033,1,2,0,0,0,0
1329,4'-OH-PCB-127,Polychlorinated biphenyls (PCB),"4'-Hydroxy-3,3',4,5,5'-pentachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H5Cl5O,"InChI=1S/C12H5Cl5O/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4,18H",FZCCRONMPSHDPF-UHFFFAOYSA-N,342.42,339.8783033,1,2,0,0,0,0
1330,4-OH-PCB-163,Polychlorinated biphenyls (PCB),"4-Hydroxy-2,3,3',4',5,6-hexachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C(Cl)=C(C2=CC=C(Cl)C(Cl)=C2)C(Cl)=C1Cl,C12H4Cl6O,"InChI=1S/C12H4Cl6O/c13-5-2-1-4(3-6(5)14)7-8(15)10(17)12(19)11(18)9(7)16/h1-3,19H",BBXYTXRNWMFIDJ-UHFFFAOYSA-N,376.86,373.8393309,1,2,0,0,0,0
1085,PCB-139,Polychlorinated biphenyls (PCB),"2,2',3,4,4',6-Hexachlorobiphenyl",Single,,56030-56-9,63080,,,,ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-2-6(7(14)3-5)10-8(15)4-9(16)11(17)12(10)18/h1-4H,SPOPSCCFZQFGDL-UHFFFAOYSA-N,360.878,357.84441637,1,2,0,0,0,0
1334,"o,p'-DDD",Organohalogens [pesticides],"o,p'-Dichlorodiphenyldichloroethane",Single,"Metabolite of DDT, an organochlorine pesticide.",53-19-0,4211,6954,,HMDB14786,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,C14H10Cl4,"InChI=1S/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H",JWBOIMRXGHLCPP-UHFFFAOYSA-N,320.041,317.953661148,2,5,0,0,0,0
1335,"p,p'-DDD",Organohalogens [pesticides],"p,p'-Dichlorodiphenyldichloroethane",Single,"Metabolite of DDT, an organochlorine pesticide.",72-54-8,6294,27841,,,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,C14H10Cl4,"InChI=1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H",AHJKRLASYNVKDZ-UHFFFAOYSA-N,320.041,317.953661148,3,6,0,0,0,0
1336,Organochlorine pesticides (OCPs),Organohalogens [pesticides],,Combined,,,,,,,,,,,,,1,1,0,0,0,0
1061,PCB-111,Polychlorinated biphenyls (PCB),"2,3,3',5,5'-Pentachlorobiphenyl",Single,,39635-32-0,63091,,,,ClC1=CC(=CC(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-1-6(2-8(14)3-7)10-4-9(15)5-11(16)12(10)17/h1-5H,QMUDLTGWHILKHH-UHFFFAOYSA-N,326.433,323.883388695,2,2,0,0,0,0
1108,PCB-164,Polychlorinated biphenyls (PCB),"2,3,3',4',5',6-Hexachlorobiphenyl",Single,,74472-45-0,63073,,,,ClC1=CC=C(Cl)C(=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-1-2-7(14)12(18)10(6)5-3-8(15)11(17)9(16)4-5/h1-4H,HAZQOLYHFUUJJN-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0
1337,Dieldrin,Organohalogens [pesticides],,Single,,60-57-1,969491,34696,,,[H][C@]12O[C@@]1([H])[C@@]1([H])C[C@]2([H])[C@@]2([H])[C@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,C12H8Cl6O,"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4+,5-,6-,7+,10+,11-",DFBKLUNHFCTMDC-PICURKEMSA-N,380.909,377.87063112,3,6,0,0,0,0
1343,delta-HCH,Organohalogens [pesticides],delta-Hexachlorocyclohexane; delta-HCCH,Single,,319-86-8,,39095,,,[H][C@]1(Cl)[C@]([H])(Cl)[C@@]([H])(Cl)[C@]([H])(Cl)[C@]([H])(Cl)[C@]1([H])Cl,C6H6Cl6,"InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4+,5-,6-",JLYXXMFPNIAWKQ-GPIVLXJGSA-N,290.83,287.860066434,1,1,0,0,0,0
